% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
85978850 +2.439148440e+02 +2.439148440e+02 +1.956948440e+02 +1.956948440e+02 -1.1436e+00 -1.1760e+00 +1.8312e+00 +6.3409e-01 -4.9143e+00 +3.0663e+00 -2.5415e+00 +2.0109e+00 -2.8402e+00 +3.3442e+00 -3.5586e-01 -1.8186e+00 -2.3671e+00 +3.4954e+00 -5.3098e-01 -5.8029e-01 -2.2706e+00 +4.4555e-01 +2.3111e+00 +4.2716e-01
181584900 +2.147792575e+02 +2.147792575e+02 +1.665592575e+02 +1.665592575e+02 +3.2437e-01 -1.7506e+00 -3.0934e+00 +1.7484e-01 -3.8480e+00 +1.0138e+00 -4.4817e+00 +1.2680e+00 -4.6277e-01 +4.3057e+00 -3.0974e-01 -1.3651e+00 -5.4683e-01 +3.0984e+00 +5.5121e-01 -5.3608e-01 -2.5500e+00 +4.2971e-01 +3.0177e+00 +2.5215e-01
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.920230660e+03 +3.920230660e+03 +3.945700660e+03 +3.945700660e+03 +2.4682e+00 +4.5842e+00 +2.7292e+00 -2.1250e+00 +1.5006e+00 -1.6338e+00 +2.8179e+00 -1.0157e-01 +3.2213e+00 +4.8973e+00 +2.8676e+00 +3.2823e+00 +3.0800e+00 +2.3176e+00 +2.4785e+00 +4.1883e+00 +6.8294e-01 +4.6560e+00 -2.0952e+00 +1.8752e+00
2 +3.232251709e+03 +3.232251709e+03 +3.257721709e+03 +3.257721709e+03 -1.6983e+00 -1.6752e+00 -2.2360e+00 +1.3245e+00 +4.7505e+00 -3.7475e+00 -2.6329e+00 +2.7142e+00 -1.5812e+00 -1.6389e+00 -2.1625e+00 -2.9531e+00 -2.8406e+00 +4.7164e+00 -7.1093e-02 +3.8966e+00 -2.2368e-01 +2.5807e+00 -3.7685e+00 -3.1689e+00
3 +1.724657969e+03 +1.724657969e+03 +1.750127969e+03 +1.750127969e+03 -1.9969e+00 -3.6116e-01 -4.6769e+00 +2.2735e-02 -2.7415e+00 +1.5603e+00 +3.3858e+00 -4.4029e-01 +1.1372e-01 +4.0664e+00 -3.1960e+00 +3.8881e+00 -1.6761e+00 +1.1692e+00 -4.4874e+00 +5.1273e-01 -3.2798e+00 +2.8654e+00 -5.1922e-01 -1.9662e+00
5 +1.687569546e+03 +1.687569546e+03 +1.713039546e+03 +1.713039546e+03 -2.3484e+00 +1.3879e+00 -7.0372e-01 +2.0019e+00 +2.4418e+00 +2.4556e+00 -4.7473e+00 -3.6005e+00 -2.4881e+00 +4.8203e+00 -3.8444e+00 -2.6529e+00 +4.4572e+00 +4.5841e+00 +1.1662e+00 +7.1823e-01 +4.1057e+00 -3.8582e+00 +1.8981e+00 +1.8858e+00
9 +1.531056412e+03 +1.531056412e+03 +1.556526412e+03 +1.556526412e+03 -7.1386e-01 -2.7636e+00 -9.4901e-01 -4.3416e+00 +2.4803e+00 +4.1879e+00 +1.3944e+00 +8.1895e-01 +1.9488e+00 +3.9697e+00 +6.0333e-01 +4.9616e+00 +3.6337e+00 +1.0552e+00 +3.3837e+00 -2.3959e+00 -2.7159e+00 -2.5807e+00 -2.8075e+00 -1.2779e+00
20 +1.063196727e+03 +1.063196727e+03 +1.088666727e+03 +1.088666727e+03 -1.6345e+00 +4.4460e+00 -2.0528e+00 -1.4150e+00 -1.5660e-01 +1.2910e+00 +2.1183e+00 -7.5561e-01 +3.4587e+00 -4.3748e+00 -3.4679e+00 -2.3498e+00 +1.6047e-01 +1.7545e+00 +4.8949e+00 -2.8683e-01 +1.2262e+00 +1.2753e+00 -2.8637e+00 -3.7247e+00
46 +7.982375543e+02 +7.982375543e+02 +8.237075543e+02 +8.237075543e+02 +8.3110e-01 +2.8066e+00 -4.2883e+00 -1.5539e+00 +1.2293e+00 +4.0191e+00 -1.9016e-01 +7.3001e-01 +4.0084e+00 +5.5432e-01 -4.6205e+00 +1.2462e+00 -4.1608e+00 +3.8627e+00 +2.3220e+00 -3.8528e+00 -3.1107e+00 +2.0573e+00 -1.5271e+00 -4.7645e+00
101 +7.119305342e+02 +7.119305342e+02 +7.374005342e+02 +7.374005342e+02 -2.2844e+00 +3.0546e-01 +2.3336e+00 -2.5929e+00 -2.6004e+00 -1.6306e+00 -2.9988e+00 -2.4449e-01 +2.6266e+00 -4.1414e+00 +2.7925e+00 -4.8562e+00 -9.0818e-01 -3.8709e-01 +4.8506e+00 -3.5050e+00 -3.3105e+00 +3.2319e+00 -2.6581e+00 -1.7333e+00
107 +5.429119915e+02 +5.429119915e+02 +5.683819915e+02 +5.683819915e+02 -3.2848e+00 +2.2603e+00 -1.1305e+00 -3.5321e+00 -1.3957e+00 -1.6110e+00 -2.2478e+00 +4.2593e+00 +2.6193e+00 +2.3847e+00 -2.5679e+00 -1.6018e+00 +1.3488e-01 +2.1826e+00 +2.9432e+00 -4.2514e+00 +3.1924e+00 +3.1857e+00 +2.7123e+00 +2.5975e+00
247 +4.673763509e+02 +4.673763509e+02 +4.928463509e+02 +4.928463509e+02 -3.7841e+00 -4.8326e+00 -3.4661e-01 -8.5354e-01 +1.8720e-02 +3.0944e+00 +7.6526e-02 -1.4400e+00 +4.3058e+00 +1.8399e+00 -2.9441e+00 -1.7153e+00 -4.7232e+00 -3.9243e+00 -1.1730e+00 -2.3458e+00 -2.7284e+00 +2.4102e+00 +2.2170e+00 -4.6356e+00
40870 +3.772986803e+02 +3.772986803e+02 +4.027686803e+02 +4.027686803e+02 -4.0737e+00 -1.0837e+00 +5.4261e-01 -3.6825e+00 -2.3187e+00 +3.4843e+00 -2.2188e+00 -1.0683e+00 +1.7574e+00 -8.7090e-01 -4.7004e+00 -3.1591e+00 +1.8831e+00 +3.6564e+00 +1.9388e+00 -4.6650e+00 +3.6224e+00 -1.2574e+00 +5.3825e-01 -3.7469e+00
54384 +3.676501381e+02 +3.676501381e+02 +3.931201381e+02 +3.931201381e+02 -4.3460e+00 -3.4265e+00 +2.4557e+00 -1.8774e+00 -4.3586e+00 +5.8386e-01 -3.3352e+00 -1.2135e+00 +3.2064e+00 +9.5646e-01 -3.0855e+00 -4.8011e+00 -2.9519e+00 -3.9640e-01 +3.0749e-01 -1.7119e+00 +8.7393e-01 +2.4896e+00 +1.7552e+00 -1.3651e-01
245214 +3.341779472e+02 +3.341779472e+02 +3.596479472e+02 +3.596479472e+02 -3.2929e+00 +1.5257e-01 -6.0338e-01 -3.2799e+00 -9.3749e-01 +4.9504e-01 -3.3126e-01 +1.3494e+00 +4.4663e+00 -2.2933e+00 -9.4435e-01 +1.3343e-01 +3.2365e+00 +8.4906e-01 +9.1541e-01 -4.3229e+00 +6.0085e-01 +4.5346e+00 +2.5547e+00 -5.9937e-01
3485477 +3.304688843e+02 +3.304688843e+02 +3.559388843e+02 +3.559388843e+02 -4.5804e+00 -2.8255e+00 -8.5058e-01 -1.7815e+00 -1.7855e-01 -1.2546e+00 -3.6092e+00 +1.2186e+00 +3.2857e+00 +5.4796e-01 -4.3800e+00 -2.7641e+00 +1.4044e+00 -3.1648e+00 +3.4132e+00 -2.4602e+00 +1.1224e+00 +2.7083e+00 +2.6039e+00 -3.5177e+00
4363509 +3.133449556e+02 +3.133449556e+02 +3.388149556e+02 +3.388149556e+02 -4.8429e+00 -4.8192e+00 -3.1615e+00 -1.7060e+00 -4.2773e+00 -2.4430e-01 -2.6798e+00 -3.2598e-01 +6.2985e-01 +8.7722e-01 -2.6675e+00 +1.1430e+00 -2.6169e+00 -1.0081e+00 +2.9038e+00 -3.4269e+00 +2.9056e+00 +4.3099e+00 +2.4877e+00 -2.2783e+00
8059340 +3.078305840e+02 +3.078305840e+02 +3.333005840e+02 +3.333005840e+02 -2.3037e+00 -1.1480e+00 -1.0969e+00 -2.8912e+00 -1.1826e-01 +2.7809e+00 -3.0100e-01 +1.1407e+00 +3.8839e+00 -1.1778e+00 -4.2097e+00 -1.0311e+00 -3.7130e-01 +7.2788e-01 +2.3722e+00 -3.2188e+00 +9.1693e-01 +2.7770e+00 +3.8391e+00 -4.4052e+00
17286009 +2.961349841e+02 +2.961349841e+02 +3.216049841e+02 +3.216049841e+02 -4.6864e+00 +8.0051e-01 -1.8591e+00 -2.3852e+00 -3.3902e+00 -1.0282e+00 -4.2037e+00 +8.4203e-01 +2.0276e+00 -4.1065e-01 -4.0949e+00 -1.9644e+00 +1.0920e+00 +2.0281e+00 +3.9542e+00 -1.8021e+00 +2.8707e+00 +4.8331e+00 +7.7866e-01 -8.4761e-01
18569693 +2.871757806e+02 +2.871757806e+02 +3.126457806e+02 +3.126457806e+02 -4.3060e+00 -2.8893e+00 -1.9667e+00 -2.1929e+00 -2.6117e+00 +3.3590e-01 -1.6535e+00 -1.2501e+00 +3.3479e+00 +1.5333e+00 -4.9192e+00 -3.0812e+00 +2.1866e-01 -2.4117e+00 +1.2535e+00 +6.1778e-01 +1.8115e+00 +3.5225e+00 +3.5419e+00 -2.4472e+00
49745282 +2.800659450e+02 +2.800659450e+02 +3.055359450e+02 +3.055359450e+02 -4.7209e+00 -2.3630e+00 -1.3174e+00 +8.2438e-01 +4.9041e-01 +2.1140e+00 -2.6379e+00 -1.0027e-01 +3.5456e+00 -2.5421e+00 -2.7269e+00 -1.1728e+00 -6.0454e-01 -3.7391e+00 +2.0847e+00 -3.0111e+00 +2.8434e-01 +2.6753e+00 +3.5671e+00 -4.0322e+00
98977853 +2.395411994e+02 +2.395411994e+02 +2.650111994e+02 +2.650111994e+02 -4.8639e+00 -4.6417e+00 -4.5847e-01 -3.0643e+00 -9.7546e-02 +1.1926e+00 -7.1517e-01 -3.9987e-01 +4.9227e+00 +2.6322e+00 -4.1528e+00 -1.6563e+00 +4.4439e-01 +1.1619e+00 +3.5000e+00 -4.0529e+00 +2.3028e+00 +2.6517e+00 +2.1420e+00 -3.8127e+00
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.782328175e+03 +2.782328175e+03 +2.681518175e+03 +2.681518175e+03 -4.1938e+00 -4.9495e+00 +3.4377e+00 -1.8184e+00 -4.1673e+00 +2.0679e+00 +2.4280e+00 -1.7405e+00 +2.9845e+00 -1.3767e+00 +8.4894e-01 +1.4254e-01 -1.7662e-01 -4.6071e-01 -4.0707e+00 +4.9556e+00 -4.1182e+00 +1.0516e+00 +8.0775e-02 +4.6060e+00
2 +1.696211161e+03 +1.696211161e+03 +1.595401161e+03 +1.595401161e+03 -1.3027e+00 -2.0552e+00 +4.9188e+00 -2.4054e-01 -3.2540e+00 -4.9118e+00 +3.6432e+00 +1.8887e+00 -3.2148e+00 -4.4729e+00 -3.1471e+00 +2.2706e+00 +1.9849e+00 -2.2784e+00 -4.8384e+00 -4.7172e+00 +2.4333e+00 -7.3346e-01 -2.4795e+00 +2.0574e+00
3 +1.245886694e+03 +1.245886694e+03 +1.145076694e+03 +1.145076694e+03 -3.7976e+00 -1.0261e+00 +3.8543e+00 +1.6151e+00 -2.7136e+00 -3.4630e+00 +4.2360e+00 +1.1822e+00 -4.0381e+00 +2.0261e+00 -4.0829e+00 +1.1344e-01 +2.9222e+00 +4.2236e+00 -1.5208e-01 +4.7575e+00 +5.2701e-01 +2.9652e+00 -2.2803e+00 +4.1504e+00
4 +1.222706140e+03 +1.222706140e+03 +1.121896140e+03 +1.121896140e+03 +1.2056e+00 -4.4099e+00 +3.0131e+00 +5.2552e-02 +4.4848e+00 -3.7309e+00 -7.3248e-01 +4.8043e-02 +1.4319e+00 -3.1901e+00 +1.7513e+00 -8.1720e-01 -4.8093e+00 -1.8268e+00 +3.6397e+00 -1.0863e+00 +2.4667e+00 -4.6252e+00 +3.7588e+00 -1.7203e+00
12 +1.068858857e+03 +1.068858857e+03 +9.680488575e+02 +9.680488575e+02 -1.1350e+00 +3.6539e+00 +6.8496e-01 +3.5439e+00 +2.7684e+00 +1.3701e+00 -3.9939e+00 +2.3007e+00 -3.0253e+00 +1.5461e+00 -1.1315e+00 +2.9374e+00 +1.5195e+00 -4.4652e-01 -2.2121e+00 +1.5411e+00 -1.0410e+00 -4.3899e+00 -2.6041e+00 +1.5388e+00
17 +8.995488888e+02 +8.995488888e+02 +7.987388888e+02 +7.987388888e+02 +1.0944e-01 +4.6414e+00 +1.6805e+00 +2.4686e+00 +4.3964e+00 +2.7412e+00 -2.5439e+00 +1.2633e+00 -1.8549e+00 +2.1576e+00 -4.6183e+00 -2.8751e+00 +2.2639e+00 +1.3053e+00 +4.2774e+00 -1.9271e+00 +1.4425e+00 +2.1081e+00 -3.1577e+00 -2.5281e+00
62 +8.571848880e+02 +8.571848880e+02 +7.563748880e+02 +7.563748880e+02 +1.3391e+00 +6.6821e-01 -1.8703e+00 -2.1458e+00 +3.0619e+00 +4.2242e+00 -8.1776e-01 +4.5248e+00 -1.3846e+00 +1.3116e+00 +1.8103e+00 -3.1749e+00 +2.2237e+00 -1.7305e+00 -1.1475e+00 -3.5569e-01 -1.0105e+00 -2.4184e-01 +2.3672e+00 +3.4644e+00
66 +6.010674626e+02 +6.010674626e+02 +5.002574626e+02 +5.002574626e+02 -2.1285e+00 +2.4419e+00 -1.1184e+00 -9.4615e-01 +3.5867e+00 -1.0280e-01 -1.1063e+00 -1.0422e+00 -4.6292e+00 -2.5575e+00 -2.5567e-02 -1.5266e+00 +3.4215e+00 +3.9114e+00 +3.8979e+00 +4.9180e+00 -1.0562e+00 -3.2540e+00 +3.7575e-01 +3.0619e+00
1096 +5.003438795e+02 +5.003438795e+02 +3.995338795e+02 +3.995338795e+02 +4.1843e-01 -1.0440e+00 +4.7896e+00 +1.9784e+00 +2.0127e+00 +2.2317e+00 -2.3718e+00 +1.3618e+00 -3.3990e+00 -1.0402e+00 -6.1989e-01 -4.8383e+00 +2.2755e+00 -3.4977e+00 +4.4216e+00 +1.6954e+00 +4.5585e+00 -2.9344e+00 +5.2047e-01 +9.6405e-01
3651 +4.656147385e+02 +4.656147385e+02 +3.648047385e+02 +3.648047385e+02 -3.4079e+00 +2.6638e+00 +9.5028e-01 -1.9501e+00 +1.0137e+00 +2.1567e+00 -7.1222e-01 -3.3618e+00 -3.3522e+00 -4.5981e+00 +2.2423e+00 +8.0814e-01 -3.2649e+00 -1.8257e+00 +1.9914e+00 +4.8478e+00 +4.7310e+00 -3.8221e+00 +2.3786e+00 +4.5791e+00
8482 +4.470344117e+02 +4.470344117e+02 +3.462244117e+02 +3.462244117e+02 +6.1247e-01 +1.3281e+00 +1.0221e+00 +3.1621e+00 +3.6351e+00 -1.2688e-01 -9.9875e-01 +4.2549e+00 -4.8545e+00 -2.3596e-02 +2.0172e+00 -1.3521e+00 -1.3618e+00 -1.6201e+00 +1.4882e+00 +4.5761e+00 +3.0829e-01 -2.3054e+00 +4.2953e+00 +4.1439e-01
12290 +4.375764472e+02 +4.375764472e+02 +3.367664472e+02 +3.367664472e+02 +5.2930e-01 +1.1946e+00 +2.3395e-01 -7.0017e-01 +1.4946e+00 +1.0085e+00 -1.4269e+00 +3.0886e-01 -4.0034e+00 -1.8559e-01 -2.1001e+00 -3.5156e+00 -3.0027e+00 -3.2975e+00 +1.5629e+00 +4.5028e+00 +2.6601e+00 -2.2407e+00 -3.9719e+00 -6.1726e-01
19983 +4.201543018e+02 +4.201543018e+02 +3.193443018e+02 +3.193443018e+02 +1.0051e-01 -1.8826e+00 +2.0121e+00 -3.6214e+00 +2.3923e+00 +1.0354e+00 +2.1285e+00 -7.8751e-01 -2.7605e+00 -9.6797e-01 +1.9329e+00 +7.2270e-01 -4.8377e-01 -4.5737e+00 +1.2460e+00 +2.1197e+00 +3.3900e+00 -1.1284e+00 +4.2960e+00 -9.0400e-01
27417 +4.163705070e+02 +4.163705070e+02 +3.155605070e+02 +3.155605070e+02 +1.2923e+00 +7.8067e-01 -1.5921e+00 +2.4845e-01 +1.3316e+00 -1.6065e-01 +2.9465e+00 -1.2902e+00 -2.9130e+00 -2.5128e+00 -1.2052e-01 -2.3716e+00 -4.9883e+00 -3.5840e+00 +3.6613e+00 +1.8826e+00 +3.7929e+00 +2.1535e+00 -2.9159e+00 +3.5616e+00
34142 +3.595433817e+02 +3.595433817e+02 +2.587333817e+02 +2.587333817e+02 -1.1267e+00 +2.9522e-01 -2.8808e-02 -3.9419e+00 +1.1759e+00 +8.4114e-01 -5.4897e-01 -1.8632e-03 -3.6656e+00 -2.0621e+00 +3.5213e+00 -1.4838e+00 +7.1080e-01 -2.5977e+00 +4.4252e+00 +1.4667e+00 +1.2083e+00 -1.9091e+00 +1.1228e+00 +1.3360e+00
56893 +3.006811503e+02 +3.006811503e+02 +1.998711503e+02 +1.998711503e+02 -1.5113e+00 +4.5403e-01 +8.7072e-01 -1.0468e-01 +3.9998e+00 +1.8892e+00 +9.5246e-01 -1.3761e+00 -3.2547e-01 -1.0470e+00 +2.5364e+00 -3.8827e+00 +9.5774e-01 -1.3787e+00 -1.3700e+00 +4.5186e+00 +7.5448e-01 -4.5684e-01 +1.4990e+00 +2.7864e-03
148252 +2.902660018e+02 +2.902660018e+02 +1.894560018e+02 +1.894560018e+02 +3.8316e-01 +1.9552e+00 +2.7356e+00 -1.0228e+00 +4.0917e+00 -1.7799e-01 -1.8621e+00 +3.2673e+00 -4.1941e+00 +2.2985e+00 -1.9980e+00 -3.6443e+00 -2.7605e+00 -3.3754e+00 +5.0473e-01 +1.6187e+00 +2.6980e+00 -2.0010e+00 +1.5377e+00 +3.0428e+00
1272281 +2.859513293e+02 +2.859513293e+02 +1.851413293e+02 +1.851413293e+02 +8.9545e-01 -2.4148e+00 +3.1981e-01 -9.1727e-01 +1.7562e+00 +2.4292e+00 +2.4833e+00 -1.6729e+00 -4.9106e+00 -1.3297e+00 -3.4855e-01 -6.5928e-01 -1.6716e+00 -4.1772e+00 +1.4129e+00 +2.9921e+00 +3.8400e+00 -1.8375e+00 +6.0810e-01 +4.9523e+00
4116703 +2.736957109e+02 +2.736957109e+02 +1.728857109e+02 +1.728857109e+02 -8.4492e-01 +6.7215e-01 +2.7423e+00 +7.9393e-01 +4.0240e+00 +8.9035e-01 +1.4759e-01 -7.1835e-01 -2.0534e+00 -1.6075e+00 +4.3544e+00 -2.7910e+00 +2.1876e+00 -2.0877e+00 -6.0501e-01 +4.6328e+00 +2.9399e+00 -4.5819e+00 +3.9285e+00 +3.6018e+00
13771528 +2.592382854e+02 +2.592382854e+02 +1.584282854e+02 +1.584282854e+02 +1.6583e+00 +5.6235e-01 +1.3758e+00 -4.2224e-01 +4.2178e+00 +2.4574e+00 -3.2486e-01 -9.1342e-01 -2.7154e+00 -1.0554e+00 +1.9781e+00 -4.0544e+00 -1.0782e+00 -1.1088e+00 -8.6878e-01 +3.8555e+00 +3.7295e+00 +1.4337e+00 -9.0663e-01 +1.7469e+00
24829958 +2.468094183e+02 +2.468094183e+02 +1.459994183e+02 +1.459994183e+02 +2.3819e+00 +3.7639e-01 -2.8133e-01 +2.9303e-02 +3.6985e+00 +3.5469e+00 +5.8643e-01 +2.1154e+00 -2.3060e+00 -9.7957e-02 +1.3786e+00 -3.4318e+00 -9.8854e-01 -4.6404e-01 -9.9710e-01 +4.4784e+00 +1.9765e-01 -2.9473e+00 +3.0681e+00 +3.2767e+00
% function evaluation | noise-free fitness - Fopt (-2.184000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.761266504e+03 +2.761266504e+03 +2.739426504e+03 +2.739426504e+03 -5.4297e-01 -2.4836e-01 +1.4075e+00 +3.4386e+00 -2.7190e+00 +1.2752e+00 +6.2427e-01 -3.8733e+00 -1.6742e+00 +7.6212e-01 +1.1943e+00 -1.6716e+00 +1.1580e+00 +4.7909e+00 +5.4218e-01 -2.8865e+00 +3.5707e+00 -1.2127e+00 +4.0252e+00 -8.6202e-02
2 +9.961708147e+02 +9.961708147e+02 +9.743308147e+02 +9.743308147e+02 +4.8200e+00 -2.6874e+00 -2.9134e+00 +8.9298e-01 -2.2920e+00 -1.8915e+00 -5.8544e-01 -2.2031e+00 -2.3297e+00 +1.9573e+00 -1.3736e+00 -7.0781e-01 +3.5554e-01 -9.8193e-01 +1.9759e+00 +1.5503e+00 +1.2823e+00 -3.2220e+00 -4.1381e-01 +3.5125e+00
31 +6.718432491e+02 +6.718432491e+02 +6.500032491e+02 +6.500032491e+02 +1.6280e+00 -1.5080e+00 -3.2358e+00 +1.0300e+00 +1.5054e+00 +2.4258e+00 -3.6755e+00 -9.1881e-01 -1.0100e+00 +3.4757e+00 -3.8186e+00 -4.7479e+00 +4.3598e+00 -1.3328e+00 +4.8978e+00 +2.9367e+00 +3.0332e+00 -1.9616e+00 -3.2845e+00 -2.6565e+00
535 +5.972326553e+02 +5.972326553e+02 +5.753926553e+02 +5.753926553e+02 -8.4516e-01 +1.5183e+00 -3.8788e+00 +7.7207e-01 -1.5946e+00 +4.0607e+00 -5.7107e-01 +1.3720e-01 +4.3968e+00 -3.1825e-01 +6.0384e-01 -3.4125e+00 -3.8679e+00 -4.7193e+00 +1.1978e+00 +3.2148e+00 -1.2927e+00 +2.3918e+00 +9.0419e-02 -5.6198e-01
691 +5.311689072e+02 +5.311689072e+02 +5.093289072e+02 +5.093289072e+02 +2.2716e-01 -3.9610e+00 -2.3139e+00 -2.3181e+00 -1.8664e+00 -6.7929e-01 -9.6201e-01 +2.8066e+00 +3.7749e+00 +3.1814e-01 -2.9229e+00 -2.4744e+00 +2.1668e+00 -3.0012e+00 +3.2996e+00 +9.9332e-01 +1.3710e+00 +3.2843e+00 -9.7827e-01 -5.1449e-01
3944 +4.739338081e+02 +4.739338081e+02 +4.520938081e+02 +4.520938081e+02 -4.7130e-01 -4.6701e+00 -1.9281e+00 -6.6193e-01 +5.3280e-01 +2.6248e-01 +6.5306e-01 -1.9928e+00 +1.9661e+00 -2.2203e+00 -1.4343e+00 -4.7406e+00 +3.5133e+00 -9.8636e-01 +4.7254e+00 +3.3775e+00 +1.4069e+00 +1.0545e+00 -2.2957e+00 -2.3470e+00
24322 +4.363376053e+02 +4.363376053e+02 +4.144976053e+02 +4.144976053e+02 +1.5661e+00 +6.8195e-02 -3.5188e+00 -3.1411e-01 +3.4315e+00 +2.8041e+00 -3.3179e+00 -1.3545e+00 +8.7016e-01 +1.1626e+00 +1.1611e+00 +3.1521e-01 -4.0775e-01 -2.8926e+00 +4.3809e+00 -1.7050e-01 +2.4037e+00 +2.9682e+00 +2.7133e+00 -1.7385e+00
26695 +4.191096934e+02 +4.191096934e+02 +3.972696934e+02 +3.972696934e+02 +1.5124e+00 -1.5983e+00 -2.9188e+00 -4.6937e+00 +2.8656e+00 -1.7366e+00 -1.3583e+00 +4.4324e+00 +2.9534e+00 -3.9268e+00 +4.4330e+00 -6.0083e-03 -4.7880e+00 -3.2069e+00 +2.8817e+00 -2.1843e+00 +4.0633e+00 +1.4875e+00 -1.2592e+00 +7.2379e-01
47597 +3.665024934e+02 +3.665024934e+02 +3.446624934e+02 +3.446624934e+02 +3.0138e+00 -4.2804e+00 -4.1601e+00 -2.1621e+00 +2.8285e+00 +1.4671e+00 -4.1182e-01 +2.9288e+00 +1.0673e+00 -2.0447e+00 -8.7488e-01 -4.5144e+00 -2.1234e+00 -2.2290e+00 +3.8909e+00 +2.8255e+00 +3.6531e+00 +2.2796e-01 -4.9077e-01 +3.5900e-02
512126 +3.524197395e+02 +3.524197395e+02 +3.305797395e+02 +3.305797395e+02 +2.3564e+00 -2.5209e+00 -2.9392e+00 -1.9362e+00 +1.2106e+00 +3.3837e+00 -3.2751e+00 +3.2249e+00 +2.2045e+00 -1.3921e+00 -2.4297e+00 -2.7201e+00 +1.0012e+00 -3.0001e-01 +4.7246e+00 -6.3824e-01 +1.4943e+00 +1.5164e+00 -5.1280e-01 +5.8114e-01
1612261 +3.324526465e+02 +3.324526465e+02 +3.106126465e+02 +3.106126465e+02 +2.1715e-01 -1.6420e+00 -4.8501e+00 +2.7358e-02 +1.6456e+00 +3.0534e+00 -9.6618e-01 -6.0822e-01 +2.8365e+00 -1.1981e+00 -5.5749e-01 -3.7383e+00 -3.2567e+00 -3.2933e+00 -6.4950e-01 +3.0490e+00 +1.6830e+00 +1.2057e+00 -1.9669e+00 +2.7023e-01
4642732 +3.098420854e+02 +3.098420854e+02 +2.880020854e+02 +2.880020854e+02 +4.8028e+00 -2.6800e+00 -4.1733e+00 +1.3063e+00 +3.1440e+00 -1.1589e+00 -5.3312e-01 +1.8368e+00 +1.8519e-01 +2.1781e+00 +5.9367e-02 -3.7429e+00 -1.6310e+00 -3.6251e-01 +4.5967e+00 +3.1269e+00 +3.7266e+00 +2.6880e+00 +9.4517e-01 -3.0994e+00
5268782 +2.975466410e+02 +2.975466410e+02 +2.757066410e+02 +2.757066410e+02 +1.1890e+00 -3.3634e+00 -3.3827e+00 -1.5110e+00 +3.1215e+00 +2.3869e+00 -1.8762e+00 +1.1368e+00 +2.8152e+00 -1.8924e+00 +7.3762e-01 -2.1374e+00 +7.1777e-02 -2.4634e+00 +4.9436e+00 +2.2086e+00 +2.3837e+00 +3.8652e-02 -1.6954e+00 +3.3728e+00
23930371 +2.686853342e+02 +2.686853342e+02 +2.468453342e+02 +2.468453342e+02 +1.4812e+00 -3.5968e+00 -2.0623e+00 +1.6547e+00 +2.6389e+00 +2.0308e+00 -3.2865e+00 +2.3114e-01 +1.7341e+00 +5.2592e-01 +1.4652e+00 -6.2989e-01 -2.3108e+00 -9.5882e-01 +4.5614e+00 +4.5660e+00 +4.5080e+00 +2.4495e+00 -1.0146e+00 +3.8526e-01
68962915 +2.586593609e+02 +2.586593609e+02 +2.368193609e+02 +2.368193609e+02 +2.6966e+00 -2.1520e+00 -3.6751e+00 -3.4541e+00 +2.5735e+00 +6.6004e-01 -3.6365e+00 +2.0127e+00 +3.4313e+00 -1.0637e+00 +3.3303e+00 -1.8682e+00 -1.6154e+00 -2.3726e+00 +3.8066e+00 +1.6554e+00 +4.0837e+00 +1.2105e+00 -2.1391e+00 +5.8577e-02
180765734 +2.533602339e+02 +2.533602339e+02 +2.315202339e+02 +2.315202339e+02 +2.3056e+00 -2.9866e+00 -4.8354e+00 -8.3875e-01 +1.1952e+00 +2.1846e+00 -1.9076e+00 +1.8124e+00 +4.6552e+00 -3.3845e+00 +1.3790e+00 -1.3252e+00 -6.4551e-01 -4.3319e+00 +1.0980e+00 +4.2645e+00 +4.1776e+00 +3.5293e+00 -1.7811e+00 +1.6373e-02
% function evaluation | noise-free fitness - Fopt (-1.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.360468141e+03 +2.360468141e+03 +2.341848141e+03 +2.341848141e+03 -3.1244e+00 -4.1615e+00 +2.7688e+00 +3.4909e+00 -2.3031e+00 +3.3235e-01 -4.7369e+00 +4.1677e+00 -4.1723e-01 +4.8418e+00 -3.1654e+00 -8.4018e-01 +4.5573e+00 -4.3284e+00 -4.4073e+00 +4.4809e+00 +2.0134e+00 +1.9500e+00 +2.1277e+00 -4.7512e+00
2 +1.698760966e+03 +1.698760966e+03 +1.680140966e+03 +1.680140966e+03 +4.6402e+00 +4.1298e+00 -1.7527e+00 +2.3146e+00 -1.8462e+00 -1.9732e+00 -1.9678e+00 +2.8902e+00 +2.5799e+00 -5.6086e-01 -1.4812e+00 +2.9850e+00 +1.2708e+00 +2.9360e+00 +4.3505e+00 -4.0818e+00 +1.9809e-02 +1.7952e+00 -1.2229e+00 +2.1016e+00
