% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
21 +1.983957996e+02 +1.983957996e+02 +4.635579957e+01 +4.635579957e+01 -1.7890e+00 +3.9571e+00 +2.1075e+00 -2.0205e+00 -1.0725e+00 -3.2183e+00 -3.0781e+00 -4.7877e+00 +1.6855e+00 +2.6901e+00 +5.2503e-01 +2.0653e+00 -5.6283e-01 +1.2503e+00 -2.8794e+00 +3.9498e+00 +2.8356e+00 +4.5015e+00 +2.5833e-01 +2.9422e+00
27 +1.678090335e+02 +1.678090335e+02 +1.576903353e+01 +1.576903353e+01 -2.1244e+00 -1.6290e+00 -3.1572e+00 +3.3419e+00 +1.9908e+00 +8.8547e-02 +3.7913e+00 -4.9507e+00 -3.0242e+00 +3.2843e+00 +1.0948e+00 +2.0343e+00 +6.1248e-01 -3.1088e-01 -2.5997e+00 -6.7994e-01 -5.7036e-02 +2.5981e+00 +2.4589e+00 +4.6284e+00
30 +1.547094252e+02 +1.547094252e+02 +2.669425199e+00 +2.669425199e+00 -2.8164e-01 +1.2345e+00 +2.1586e+00 +6.4445e-01 +4.2438e-01 +1.5085e+00 -9.6984e-01 +4.0316e+00 +2.7444e-01 +4.0048e-01 -7.4277e-01 -4.0815e+00 -1.8398e+00 -4.6807e-01 +1.1573e+00 -2.5623e+00 -1.3568e-01 -2.6358e+00 -4.5363e+00 +3.7901e+00
114 +1.405314769e+02 +1.405314769e+02 -1.150852309e+01 -1.150852309e+01 +3.4391e+00 +5.9913e-01 -3.6412e+00 +3.6300e-01 -3.1300e+00 +6.7732e-01 -1.5691e+00 -6.6806e-01 +2.0702e+00 +2.5783e+00 +1.4681e+00 -2.1666e+00 +1.1174e+00 +1.6155e+00 -3.3240e+00 +4.5279e+00 +1.1639e+00 +3.5764e+00 -2.2578e+00 +8.2828e-01
136 +1.355611632e+02 +1.355611632e+02 -1.647883677e+01 -1.647883677e+01 +1.9043e+00 -1.2421e+00 -3.0106e+00 -4.0799e+00 +6.8562e-01 -1.7001e+00 -3.8126e+00 +1.0022e+00 +1.7261e+00 +4.7071e+00 +2.0174e+00 -4.0154e+00 -2.9917e+00 +2.9022e+00 -1.4500e+00 -2.6867e+00 -1.5277e+00 +5.1498e-01 -2.5988e+00 +4.8724e+00
246 +9.383396007e+01 +9.383396007e+01 -5.820603993e+01 -5.820603993e+01 -1.3638e-01 +3.0176e+00 -3.8475e+00 +3.4447e+00 +3.0315e+00 +4.0124e+00 -8.2563e-01 -1.6611e+00 +1.6433e+00 +4.0105e+00 +4.5959e-01 -4.7149e+00 -1.9003e+00 +1.3586e+00 +4.2134e+00 +2.3949e+00 +7.6204e-01 -2.2596e+00 +2.8570e+00 -8.3538e-01
2349 +8.638059542e+01 +8.638059542e+01 -6.565940458e+01 -6.565940458e+01 +8.8313e-02 +4.5514e-01 -2.9898e+00 +3.8412e+00 +2.6045e+00 -1.3411e+00 -1.1537e+00 -3.6946e+00 -3.2492e+00 +2.1985e+00 -2.9186e+00 +4.8968e-03 -1.5065e+00 +3.5537e+00 -9.8417e-01 -1.2053e+00 +3.1451e+00 +3.4606e+00 +2.6470e+00 +2.0480e+00
3011 +7.587698778e+01 +7.587698778e+01 -7.616301222e+01 -7.616301222e+01 -7.8337e-01 +4.1327e+00 -1.2168e+00 +3.2160e+00 +3.7660e+00 -1.7345e+00 -8.9557e-01 +2.7799e+00 +1.3440e-01 +4.1721e+00 -3.3630e+00 -8.9707e-01 -1.6067e+00 +2.1261e+00 -3.9249e+00 +9.0554e-02 +2.2008e+00 -8.1086e-04 -1.1015e+00 +2.0510e+00
18189 +6.110207281e+01 +6.110207281e+01 -9.093792719e+01 -9.093792719e+01 -7.1699e-02 -3.7613e+00 -4.5891e+00 +2.3878e+00 +4.3222e+00 -7.8150e-01 -2.7262e-01 +3.8185e-01 +9.1992e-01 +3.7140e+00 -3.9466e+00 -4.5850e-01 -2.5245e+00 +2.2199e+00 +5.0563e-01 -5.1116e-01 +2.4950e+00 -7.6256e-01 +5.7593e-01 +2.5140e+00
117876 +5.514143484e+01 +5.514143484e+01 -9.689856516e+01 -9.689856516e+01 -1.1511e+00 -1.1444e+00 -1.4011e+00 +2.0631e+00 +1.2613e+00 +9.7306e-01 -5.5092e-01 +1.6058e-01 +2.6026e+00 +1.9646e+00 -3.8387e+00 -4.4161e+00 -1.0319e+00 +4.4406e+00 -1.8489e+00 +2.3459e+00 +1.9051e+00 +2.6656e+00 +4.0884e-01 +3.0565e+00
121012 +5.315236577e+01 +5.315236577e+01 -9.888763423e+01 -9.888763423e+01 -3.8466e+00 +3.3402e+00 -1.6651e+00 +1.5063e+00 +2.8299e+00 +5.5836e-01 -8.8750e-01 -1.0365e+00 +4.8612e-01 +1.9048e+00 -1.7008e+00 -4.8072e+00 -3.8745e+00 +2.9715e+00 -2.5455e+00 -2.5158e-01 +2.9512e+00 +2.2075e+00 +1.2783e+00 +3.0855e+00
627121 +5.032957701e+01 +5.032957701e+01 -1.017104230e+02 -1.017104230e+02 -7.3752e-01 +1.8097e+00 -1.1300e+00 +4.7991e+00 +2.6222e+00 -5.8511e-01 -1.2213e+00 +4.4185e-01 -5.4308e-01 +8.8993e-01 -3.7462e+00 -2.6768e+00 -4.1961e+00 +4.4135e+00 -4.9948e-01 +1.0848e+00 -1.7981e-01 -8.4291e-01 -3.7179e+00 +3.7093e+00
758962 +4.943020628e+01 +4.943020628e+01 -1.026097937e+02 -1.026097937e+02 +1.6282e+00 +3.3003e+00 -1.2684e+00 +1.3286e+00 -7.7279e-01 +4.3362e-01 -9.7953e-01 -8.4797e-01 +3.0695e+00 +2.3958e+00 +5.5298e-01 -4.3229e+00 -3.2110e+00 +2.0153e+00 -2.0984e-01 +2.2052e+00 +5.0064e-01 +1.9483e+00 +9.7496e-01 +3.2050e+00
987329 +2.813118662e+01 +2.813118662e+01 -1.239088134e+02 -1.239088134e+02 -2.2448e-01 +2.9973e+00 -3.5257e+00 +4.5951e+00 +3.2992e+00 -1.2755e+00 -1.1904e+00 -1.6650e+00 +5.4968e-01 +1.7063e+00 -1.3080e+00 -2.8906e+00 -3.7254e-01 +4.5307e+00 -1.2338e-01 +2.6205e-01 +1.8829e+00 +1.5226e+00 -5.1308e-01 +4.2176e+00
10457697 +2.463562148e+01 +2.463562148e+01 -1.274043785e+02 -1.274043785e+02 +1.5501e+00 +2.4533e+00 -3.1886e+00 +3.4212e+00 +2.2030e+00 +1.4748e+00 +6.6337e-02 +1.7258e-01 +1.4771e+00 +3.6279e+00 +1.6865e+00 -1.9688e+00 -4.8885e+00 +4.0799e+00 -1.2605e+00 +1.6234e+00 +2.9613e+00 +3.6784e-01 +1.8351e+00 +4.3781e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.046247446e+02 +2.046247446e+02 +1.793747446e+02 +1.793747446e+02 +1.1944e+00 -1.3335e+00 -6.3210e-01 -1.3482e+00 -3.5320e+00 +4.5535e+00 -1.5515e-02 +2.1569e+00 +4.6606e+00 -1.6374e-01 +8.6759e-01 +4.9686e+00 +1.7627e+00 +1.4975e+00 +2.3430e+00 -2.4739e+00 -3.0095e+00 +2.7048e+00 -3.5120e+00 +4.2918e-01
3 +2.030996489e+02 +2.030996489e+02 +1.778496489e+02 +1.778496489e+02 +1.3234e+00 +4.8627e-01 +2.6967e+00 -4.5469e+00 -1.9345e+00 -4.0352e+00 -3.1008e+00 -2.6180e+00 +2.3268e+00 +3.4761e+00 -2.3088e-01 +2.3095e+00 -3.7057e+00 +4.4853e+00 -1.4245e+00 +4.9815e+00 -2.1536e+00 -4.1326e+00 -1.5238e+00 -4.9086e+00
13 +1.951139628e+02 +1.951139628e+02 +1.698639628e+02 +1.698639628e+02 +6.8363e-01 +2.3836e+00 -1.5173e+00 +1.4151e+00 +3.4674e+00 -3.7154e-01 +4.2431e+00 -8.6308e-01 +1.8436e+00 +1.6630e+00 +2.4516e+00 +1.3749e-01 +5.2173e-02 +3.7550e+00 -2.1005e+00 +4.6877e+00 +4.2105e+00 +3.0878e+00 +2.2076e+00 +2.3008e-02
19 +1.079937390e+02 +1.079937390e+02 +8.274373898e+01 +8.274373898e+01 +5.2813e-01 -4.4343e+00 -3.8852e+00 -1.4347e+00 +1.3382e+00 -3.6071e-02 -1.0577e+00 -1.6484e+00 -9.1606e-01 +4.4867e-01 +4.6403e+00 +1.8471e-01 -3.6531e+00 -2.9684e+00 +3.5473e+00 +1.6093e+00 +2.3101e+00 -1.0905e+00 -3.1950e+00 -3.4362e+00
220 +1.035882750e+02 +1.035882750e+02 +7.833827502e+01 +7.833827502e+01 +4.1090e+00 -8.5639e-01 -2.8585e+00 -2.7969e-01 -1.0172e+00 +3.4997e+00 -4.0083e-01 -3.9696e-01 +3.6181e+00 -4.1631e+00 +1.1608e+00 +4.3009e+00 -3.2478e+00 -1.3485e+00 -1.6655e+00 -1.4728e+00 -1.6886e+00 +2.2771e+00 -1.6742e+00 -5.5047e-01
454 +8.081525912e+01 +8.081525912e+01 +5.556525912e+01 +5.556525912e+01 +3.5441e+00 +1.7758e+00 +4.4335e-01 -2.5782e+00 +6.1088e-02 -1.4734e-01 -2.6447e+00 -3.2500e+00 +2.9771e-01 -3.0488e+00 +1.0689e-01 +3.6917e+00 +3.0436e-01 +5.7411e-01 -3.1770e+00 +1.1114e+00 -1.9037e+00 -9.1969e-01 -7.8529e-02 -4.4273e+00
1789 +6.997158575e+01 +6.997158575e+01 +4.472158575e+01 +4.472158575e+01 +1.4890e+00 +5.2786e-01 -1.0973e+00 -2.0617e+00 +7.0611e-01 -9.4332e-01 -2.0974e+00 +4.0286e-01 +2.8062e-01 -2.6148e+00 +3.7683e+00 +2.6561e-01 -1.0819e+00 -2.0827e+00 -3.5462e+00 -5.0595e-02 -2.3812e+00 +5.9086e-01 -1.5309e+00 -2.3610e+00
11333 +6.082738972e+01 +6.082738972e+01 +3.557738972e+01 +3.557738972e+01 +3.6169e+00 +5.9640e-01 -2.9965e-01 -3.9607e+00 +1.6506e+00 +1.9910e+00 -1.6831e+00 -2.8886e+00 +9.8003e-02 -3.9594e+00 +3.4599e+00 +1.5305e+00 +7.1975e-02 -3.7614e-01 -2.2921e-02 +4.2124e+00 -4.0449e+00 -1.4525e+00 +1.6575e+00 -3.0249e+00
22663 +4.936327831e+01 +4.936327831e+01 +2.411327831e+01 +2.411327831e+01 +3.0926e+00 +3.3313e+00 +8.0710e-01 -1.9952e+00 +1.5605e+00 +8.1774e-01 -1.7566e+00 -1.6870e-01 +2.8991e-01 -3.6274e+00 -9.8585e-01 -4.0173e-01 -9.3358e-01 +1.4958e+00 +1.0843e+00 +1.8337e+00 +7.2220e-01 -2.1193e-01 +1.3378e+00 -1.7056e+00
75382 +4.517567895e+01 +4.517567895e+01 +1.992567895e+01 +1.992567895e+01 +3.1852e+00 +3.5199e+00 -1.9421e+00 -1.9271e+00 +2.9283e+00 +1.0326e+00 -3.9988e-01 -8.6116e-01 +2.5830e+00 -2.7707e+00 +1.4022e+00 -6.7537e-01 -3.9164e+00 +2.6576e+00 +4.2215e+00 +6.3340e-01 -1.6830e-01 +1.6013e-01 -1.1772e+00 -3.4093e+00
86479 +4.051245736e+01 +4.051245736e+01 +1.526245736e+01 +1.526245736e+01 +3.4970e+00 +1.0983e+00 -2.0313e+00 -7.8997e-01 +2.9039e+00 +9.1589e-01 -1.1021e+00 +2.4757e-01 -8.0164e-01 -2.7663e+00 +2.3652e+00 +1.9066e+00 -3.2421e+00 +1.0698e-01 +2.4080e+00 +2.1189e+00 +1.1201e+00 +2.2307e+00 -9.2536e-01 -3.2670e+00
290616 +3.654799417e+01 +3.654799417e+01 +1.129799417e+01 +1.129799417e+01 +2.3216e+00 +8.3885e-01 +1.7821e-02 -1.2519e+00 +1.7145e+00 -2.0159e+00 -9.6158e-01 +7.7373e-02 +9.9015e-01 -1.6508e+00 +2.6863e+00 +2.6922e+00 -2.7429e+00 +3.8698e+00 +1.5622e+00 +8.5839e-01 +1.8129e-01 -1.8918e+00 +5.0378e-01 -9.0388e-01
3752077 +3.430322962e+01 +3.430322962e+01 +9.053229619e+00 +9.053229619e+00 +3.1186e+00 +2.7596e+00 -1.5436e+00 -3.6437e+00 +4.7531e+00 -8.2858e-01 -3.2385e+00 -2.9284e+00 +1.0649e+00 -5.8202e-01 +4.6217e+00 -8.0504e-01 -2.0801e+00 -4.3884e-01 +3.1588e+00 -5.7048e-01 +4.4257e-01 -1.5192e+00 +1.7811e+00 -3.4044e+00
6259887 +3.039706616e+01 +3.039706616e+01 +5.147066157e+00 +5.147066157e+00 +4.5466e+00 +3.4182e+00 -1.8536e+00 -2.4627e+00 +1.6990e+00 +6.6787e-01 -8.5439e-01 -4.0293e-01 +1.9667e+00 -2.5642e+00 +1.4512e+00 +1.6547e+00 -4.4284e+00 +7.6179e-01 +2.4747e+00 -8.0756e-01 +7.7990e-01 -2.7672e+00 +1.7933e+00 -1.1347e+00
11168042 +2.233679127e+01 +2.233679127e+01 -2.913208732e+00 -2.913208732e+00 +4.2631e+00 +6.2874e-01 -1.7365e+00 -4.0984e+00 +3.5177e+00 -1.2521e+00 -1.3315e+00 -2.3234e+00 +9.4845e-01 -3.4617e+00 +3.3678e+00 +1.3475e+00 -4.6255e-01 +1.4541e+00 +4.7474e-01 +1.7297e-04 -4.5033e-02 -3.1060e-01 -1.0898e+00 -2.1905e-03
94463499 +1.906910609e+01 +1.906910609e+01 -6.180893905e+00 -6.180893905e+00 +3.6765e+00 +1.3999e+00 -1.9918e+00 -6.2418e-01 +3.0342e+00 -1.0983e+00 -3.7911e+00 -2.5217e+00 +6.5128e-01 -2.4857e+00 +2.4648e+00 +1.3363e+00 -1.7686e+00 -1.8898e+00 +1.8324e+00 +9.7645e-01 -2.3079e+00 -1.4878e+00 -1.3110e-01 -3.1629e+00
% function evaluation | noise-free fitness - Fopt (-1.850700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.624099665e+02 +3.624099665e+02 +1.773399665e+02 +1.773399665e+02 -2.0315e+00 -3.8091e+00 +2.9216e+00 -5.8434e-01 -3.5250e+00 +2.6237e+00 +4.1373e+00 -1.6622e+00 -2.7596e-02 +2.7553e+00 +7.4214e-01 -9.2222e-01 +4.8327e+00 +2.3399e-01 -2.8918e+00 +2.0727e+00 -4.7090e+00 +3.7334e+00 +3.2244e+00 +4.6005e+00
2 +2.467678020e+02 +2.467678020e+02 +6.169780202e+01 +6.169780202e+01 -3.8659e-01 -2.4341e+00 -9.5093e-01 +4.4689e+00 +1.8118e+00 +4.7635e+00 +9.2820e-01 +4.4011e-02 +9.8270e-01 +5.6375e-02 +3.9401e+00 -2.6394e+00 +3.3708e+00 -1.4635e+00 -2.9692e+00 +2.7996e+00 +4.1713e+00 -3.6936e+00 -1.7960e+00 +4.6323e-01
5 +2.276779998e+02 +2.276779998e+02 +4.260799981e+01 +4.260799981e+01 -3.3326e-01 +3.7770e+00 +8.8833e-01 -1.2507e+00 +4.0967e+00 -2.3623e+00 -4.4960e+00 -4.2667e+00 +8.6718e-01 +2.6587e+00 -3.7473e+00 +3.2964e+00 +3.3176e+00 -4.3834e+00 -3.5685e+00 +3.3069e+00 -1.8243e+00 -1.4423e+00 -5.9793e-01 +2.5797e-01
20 +1.982171129e+02 +1.982171129e+02 +1.314711285e+01 +1.314711285e+01 -4.5711e+00 +3.1976e+00 +1.4534e+00 +4.1007e+00 -4.3749e+00 -2.3595e+00 -1.5910e+00 -3.6730e+00 -2.7540e+00 -2.9212e+00 +1.5109e+00 -1.0643e+00 +1.9696e+00 -7.2113e-02 +4.2576e+00 +2.5379e+00 -4.4431e+00 -4.2277e+00 -1.3001e+00 +4.0195e+00
22 +1.741362864e+02 +1.741362864e+02 -1.093371358e+01 -1.093371358e+01 +2.6170e+00 -3.8134e+00 -3.5507e-01 +3.7086e+00 +1.7431e+00 +1.6686e+00 +2.8065e+00 +5.5320e-01 -4.1544e+00 -4.4786e+00 +8.6842e-01 +7.6871e-01 +8.0582e-01 -3.3788e+00 -2.7236e-01 +4.6832e+00 -1.9944e+00 +2.8567e+00 +2.8896e-01 -3.0557e+00
57 +1.397147585e+02 +1.397147585e+02 -4.535524146e+01 -4.535524146e+01 +2.8904e+00 +1.0747e+00 -2.0375e+00 +4.6541e-01 +2.9152e+00 -1.0975e+00 -2.2066e+00 -3.2079e+00 +2.8189e+00 +9.8654e-01 +2.3963e+00 -1.9070e+00 -1.3966e+00 -2.7407e+00 +8.7238e-01 +7.8671e-01 +3.9006e+00 -1.5037e+00 +4.2248e-01 -7.5597e-01
69 +1.194247970e+02 +1.194247970e+02 -6.564520296e+01 -6.564520296e+01 -2.9203e+00 +2.6183e+00 +7.0203e-01 -3.3695e+00 -1.0976e+00 +1.5730e+00 +2.3947e+00 -1.5184e+00 +2.5732e+00 -3.0151e+00 +3.2185e+00 +8.9364e-01 +4.6402e+00 -2.2583e+00 +8.1102e-01 +4.3431e+00 +5.7178e-01 -3.1638e+00 +4.4054e+00 -1.7545e-01
134 +1.139888460e+02 +1.139888460e+02 -7.108115399e+01 -7.108115399e+01 +4.9872e+00 +4.3392e+00 +2.9213e+00 +2.5602e+00 +3.0888e+00 +1.5267e+00 -2.4706e+00 -2.7716e+00 +4.0336e+00 -3.3824e+00 +1.8315e+00 -5.2749e-01 +4.7717e+00 -3.6157e+00 +2.1688e+00 +1.6703e+00 -1.1692e+00 +3.2917e+00 +3.1555e-01 -1.4244e+00
557 +1.094159025e+02 +1.094159025e+02 -7.565409746e+01 -7.565409746e+01 +2.0165e+00 +4.2238e+00 +4.2196e+00 +2.3576e+00 +4.7149e-02 -3.9702e+00 +2.2797e+00 +3.4175e+00 +1.1524e+00 -4.5078e+00 +4.0681e+00 +1.2350e+00 -1.5331e+00 -3.1247e+00 +4.3671e+00 +3.2163e+00 -9.1692e-01 +1.5351e+00 +3.5908e+00 +1.4324e+00
1090 +1.016045050e+02 +1.016045050e+02 -8.346549502e+01 -8.346549502e+01 +4.2584e+00 +3.2894e-01 +3.2740e+00 +3.2137e+00 -7.5616e-01 -4.5175e+00 +1.4920e+00 -7.0871e-01 -1.6195e+00 -3.7635e+00 -5.1088e-01 +1.9637e-01 +3.8094e+00 -1.8260e+00 +3.6446e+00 -2.7887e+00 -6.4547e-01 -2.7369e+00 +4.9572e+00 -3.5440e+00
4407 +8.306684065e+01 +8.306684065e+01 -1.020031594e+02 -1.020031594e+02 +1.1920e+00 +1.3169e+00 +1.2434e+00 -1.8155e+00 +3.2899e+00 -1.9306e+00 -6.5765e-01 -3.8378e+00 +1.0442e+00 -2.3246e+00 -2.1320e-01 +6.6306e-01 +9.6933e-01 -1.5601e+00 +4.0914e+00 +3.7373e+00 -9.6525e-01 -1.0479e+00 +4.3960e+00 +1.4198e+00
5528 +6.240883592e+01 +6.240883592e+01 -1.226611641e+02 -1.226611641e+02 -1.2767e+00 +2.8468e+00 +7.3098e-01 +3.8389e+00 -4.2351e+00 -3.8818e+00 +4.4488e-02 -2.0192e+00 +8.3092e-01 -4.8973e+00 +2.5578e+00 -2.9347e+00 +1.2471e+00 -3.3819e+00 +4.9565e+00 +4.9072e+00 -2.0049e+00 +1.1040e+00 +4.0527e+00 -3.2108e+00
51195 +5.456567376e+01 +5.456567376e+01 -1.305043262e+02 -1.305043262e+02 +3.6890e+00 +3.4225e+00 +3.8444e+00 +4.2349e+00 -2.0733e+00 -3.6360e+00 +6.4479e-01 +5.2301e-01 +2.6756e+00 -1.9106e+00 +1.2803e-01 +1.8215e+00 +1.2258e+00 -1.9172e+00 +3.8237e+00 +3.2747e+00 -5.2963e-01 +1.7935e-01 +4.5871e+00 -4.6571e+00
248654 +5.351935132e+01 +5.351935132e+01 -1.315506487e+02 -1.315506487e+02 +1.0928e-02 -3.2761e-01 +1.3339e+00 +3.5441e+00 +5.3883e-01 +1.3895e+00 -3.6929e-01 -3.3494e+00 -5.0640e-01 -2.2213e+00 +4.8014e+00 -2.9975e-01 +3.1888e+00 -4.9089e+00 +9.7172e-01 +3.8160e+00 -7.5915e-01 -2.3132e+00 +3.8237e+00 -1.5719e+00
418352 +4.701261985e+01 +4.701261985e+01 -1.380573802e+02 -1.380573802e+02 +1.7230e+00 +1.8252e+00 -2.3047e-02 +3.9768e+00 +2.3630e+00 -1.0664e+00 +1.2924e-01 -8.1877e-01 +1.0545e+00 -4.2349e+00 +2.8765e+00 +4.2573e+00 +4.1954e+00 -4.1219e+00 +4.4524e+00 +2.7852e+00 +2.0104e+00 +2.6159e+00 +3.1326e+00 -3.2138e+00
499702 +4.589126095e+01 +4.589126095e+01 -1.391787391e+02 -1.391787391e+02 +1.4644e+00 +2.5730e+00 +3.1304e+00 +2.8139e+00 -5.3981e-01 -4.4820e+00 +2.8502e+00 -2.8312e+00 +1.3831e+00 -2.4021e+00 +2.6352e+00 +2.1976e+00 +2.6479e+00 -2.3240e+00 +2.0609e+00 +4.9517e+00 +2.5224e-01 -1.3823e+00 +2.1627e-01 -1.5445e+00
618885 +3.263912063e+01 +3.263912063e+01 -1.524308794e+02 -1.524308794e+02 +1.7677e+00 +4.6822e+00 -6.0799e-01 +4.1959e+00 -6.9839e-01 -4.6301e+00 +1.6704e+00 -3.0619e+00 +1.8538e+00 -4.1131e+00 +1.1508e+00 +6.2689e-01 +3.7476e+00 -2.3386e+00 +3.0668e+00 +2.6012e+00 +1.4841e+00 -1.7399e+00 +4.4829e+00 -4.1415e+00
20925411 +3.187701128e+01 +3.187701128e+01 -1.531929887e+02 -1.531929887e+02 +1.1761e+00 +3.8679e+00 +2.7892e+00 +1.9161e+00 -2.5183e-01 -2.7069e+00 -4.1361e-01 -1.5623e+00 +1.1487e+00 -7.3171e-01 +3.3782e+00 +1.4153e+00 +3.3269e+00 -8.5054e-01 +4.3301e+00 +4.5966e+00 +1.0509e+00 -9.4633e-01 +3.4994e+00 -8.4747e-01
21505860 +3.005737651e+01 +3.005737651e+01 -1.550126235e+02 -1.550126235e+02 -7.6981e-01 +3.0095e+00 +2.6310e+00 +2.8936e+00 -1.2029e+00 -2.9925e+00 -4.4350e-01 +1.1135e+00 +1.0629e+00 -4.8569e+00 +4.5710e+00 +2.5076e+00 +1.6476e+00 -4.7570e+00 +3.9363e+00 +4.3237e+00 +6.0406e-01 -1.9622e+00 +4.7454e+00 -2.2200e+00
27729414 +2.886057464e+01 +2.886057464e+01 -1.562094254e+02 -1.562094254e+02 +1.4018e+00 +3.8495e+00 +6.8225e-01 +3.4046e+00 +4.4018e-01 -1.9113e+00 -2.3060e+00 -2.0162e+00 -1.8047e+00 -2.8977e+00 +3.1677e+00 +1.6533e+00 +2.1333e+00 -3.8487e+00 +1.0642e+00 +3.9543e+00 +2.6834e+00 -1.4462e+00 +1.9997e+00 -2.0503e+00
34656667 +2.856356055e+01 +2.856356055e+01 -1.565064394e+02 -1.565064394e+02 -1.4128e+00 +3.7301e+00 +2.1074e+00 +3.2045e+00 -7.5724e-01 -3.7494e+00 -1.4282e+00 -2.8813e+00 +7.6221e-02 -3.4622e+00 +2.2284e+00 -6.1585e-01 +3.1526e+00 -2.1442e+00 +7.9690e-01 +4.3063e+00 +1.4173e+00 -9.4610e-02 +3.1047e+00 -4.5379e+00
39155043 +2.475624142e+01 +2.475624142e+01 -1.603137586e+02 -1.603137586e+02 +1.5217e+00 +4.9251e+00 +2.1751e+00 +2.8528e+00 +6.8561e-01 -2.3060e+00 +4.0976e-01 -2.8851e+00 +1.2616e+00 -3.6758e+00 +3.1732e+00 -6.5841e-02 +2.3548e+00 -2.0733e+00 +2.3696e+00 +3.6465e+00 +2.5716e+00 -9.3055e-01 +2.1146e+00 -4.9740e+00
76283477 +1.955222105e+01 +1.955222105e+01 -1.655177789e+02 -1.655177789e+02 -1.3445e+00 +2.8081e+00 +1.1345e+00 +3.8489e+00 -2.3127e-01 -3.4858e+00 -1.1557e+00 -1.6895e+00 +3.0277e+00 -1.9169e+00 +3.1535e+00 +5.1779e-01 +2.4410e+00 -3.3902e+00 +2.6118e+00 +4.0395e+00 +2.2138e-01 -1.4920e+00 +2.3849e+00 -3.2600e+00
96027996 +1.587498256e+01 +1.587498256e+01 -1.691950174e+02 -1.691950174e+02 +1.4449e+00 +3.0040e+00 +2.6760e+00 +1.9944e+00 +6.2528e-01 -2.2553e+00 -1.0174e+00 -3.1772e+00 +1.4188e+00 -4.5881e+00 +2.0933e+00 -4.5042e-01 +3.9118e+00 -4.7790e+00 +3.8276e+00 +4.1499e+00 +1.0909e+00 -3.3965e-01 +4.9335e+00 -1.9574e+00
% function evaluation | noise-free fitness - Fopt (-1.673500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.019909527e+02 +3.019909527e+02 +1.346409527e+02 +1.346409527e+02 -1.0866e+00 +3.1416e+00 +3.7574e-01 -1.7447e+00 -4.4892e+00 -5.9029e-01 +3.7286e+00 +2.7920e+00 +4.9387e+00 +2.9345e+00 -4.3730e+00 -3.8225e+00 -4.1726e+00 -8.9381e-01 +3.9504e+00 -1.8579e+00 +1.9633e+00 -4.8433e+00 +3.4281e+00 -2.4977e+00
2 +2.277520208e+02 +2.277520208e+02 +6.040202076e+01 +6.040202076e+01 +3.9639e+00 +3.4550e+00 +1.1744e+00 +4.8978e+00 -1.5121e+00 -2.3236e-01 +7.4307e-01 +1.9251e+00 +1.8027e+00 +4.4745e+00 -3.3619e+00 -4.7942e+00 +1.3656e+00 -9.2472e-01 -1.7963e+00 -1.2577e+00 +7.3147e-01 -1.8914e+00 -2.5328e+00 +3.9817e+00
4 +1.862719695e+02 +1.862719695e+02 +1.892196950e+01 +1.892196950e+01 +2.6632e+00 +4.6904e+00 +4.0069e-01 +1.6259e+00 +3.7458e+00 -1.9713e+00 +3.0674e+00 -7.8083e-01 -2.7482e+00 +3.7372e+00 +2.9769e+00 -3.0411e+00 -3.0122e-01 +6.3219e-01 +7.5946e-01 -2.9585e+00 -4.3916e+00 -1.1094e+00 -3.6964e-02 +2.0286e+00
5 +1.415528573e+02 +1.415528573e+02 -2.579714267e+01 -2.579714267e+01 +4.6767e+00 +3.8988e+00 -4.7213e+00 +1.9952e+00 -1.4616e+00 +3.6040e-01 +3.6104e+00 +4.0277e+00 -5.5342e-01 +1.3563e+00 -9.8462e-01 +5.3620e-03 +9.7206e-01 -1.8386e+00 +1.3351e+00 -1.6051e+00 +2.0676e+00 +5.5729e-01 -1.2138e+00 -4.3667e+00
26 +9.613682631e+01 +9.613682631e+01 -7.121317369e+01 -7.121317369e+01 +3.1929e+00 -2.5279e+00 -8.2402e-01 -3.8933e+00 +6.6003e-01 -3.4875e+00 -4.0320e+00 +4.7466e-01 -1.6494e+00 +5.8344e-01 +9.0087e-01 -2.5594e+00 -6.7304e-01 -2.6305e+00 +1.4249e+00 -1.0119e+00 +2.2698e+00 +3.3107e-01 +6.5900e-02 +1.7229e+00
557 +7.041258303e+01 +7.041258303e+01 -9.693741697e+01 -9.693741697e+01 +1.0832e+00 +1.7477e+00 -2.8506e+00 +3.1532e-01 -2.6306e+00 -4.8684e+00 +5.7058e-02 +1.3342e+00 -1.8471e+00 +4.4187e+00 -2.8742e+00 -3.0922e+00 -4.6488e+00 -2.4529e+00 -3.0589e+00 +8.4659e-01 -3.4582e+00 -1.0581e+00 +8.7684e-01 +7.9220e-02
