% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2867903 +1.443315712e+04 +1.443315712e+04 +1.438600712e+04 +1.438600712e+04 +2.0778e+00 -2.1258e-01 -7.1706e-01 -3.2905e+00 -9.5880e-01 +1.9337e+00 -2.7326e+00 -4.5264e+00 -2.7679e+00 -3.8533e+00 +2.0932e+00 -3.1690e+00 +1.1090e+00 -2.9473e+00 +2.6974e+00 -1.9083e+00 -2.1843e+00 -4.3016e+00 +1.7308e-01 +3.0222e+00
5003121 +7.707294894e+03 +7.707294894e+03 +7.660144894e+03 +7.660144894e+03 +5.7939e-01 -9.7354e-01 -2.4135e+00 -4.2880e+00 -1.8255e+00 +1.6483e+00 -3.0556e+00 -6.8540e-01 -1.4075e+00 -3.6424e+00 +2.5948e+00 -4.4327e+00 +8.2624e-01 -4.1750e+00 +9.3821e-01 -2.7384e+00 -3.1159e+00 -1.9930e+00 +6.7871e-01 -3.9979e-01
48243671 +7.320415852e+03 +7.320415852e+03 +7.273265852e+03 +7.273265852e+03 -1.6319e+00 -1.1476e+00 -6.2946e-01 -3.7991e+00 -2.5516e-01 +2.4200e+00 -9.3947e-01 -2.5482e+00 -8.1097e-01 -2.8444e+00 +1.2512e+00 -2.6825e+00 +2.6680e+00 -2.6280e+00 -2.8026e-01 -3.2952e+00 -2.2390e+00 -3.1791e+00 +1.0086e+00 +3.4176e+00
81967395 +6.309527970e+03 +6.309527970e+03 +6.262377970e+03 +6.262377970e+03 -2.9752e+00 -2.0526e+00 -2.1126e+00 -2.6505e+00 +1.6718e+00 +2.4104e-01 -2.6430e+00 -4.0895e+00 -1.2823e+00 -3.3482e+00 +3.2532e+00 -2.3991e+00 +1.7328e+00 -4.7557e+00 +3.2722e+00 -2.0820e+00 -3.5904e+00 -2.3080e+00 -1.1931e+00 +1.4193e+00
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.132003707e+06 +1.132003707e+06 +1.132041227e+06 +1.132041227e+06 -4.3315e-02 +3.0606e+00 +3.3137e+00 +3.1239e+00 -3.2486e+00 -3.6067e+00 -3.6744e+00 +5.2791e-01 +2.8159e+00 -9.4232e-01 -2.1777e+00 -4.9242e-01 -1.3917e+00 -7.3998e-01 +3.2427e+00 -4.8450e+00 +4.1415e+00 +4.9745e+00 -1.3509e+00 -1.1257e+00
2 +7.451632215e+05 +7.451632215e+05 +7.452007415e+05 +7.452007415e+05 +2.8998e+00 -3.8694e+00 -2.6478e+00 -3.9140e+00 +6.5251e-01 +4.4869e-01 -4.4355e+00 -3.8282e+00 +1.2195e+00 +1.5654e+00 -4.2681e+00 -3.2956e+00 -3.9804e+00 +1.4485e+00 -1.9337e+00 -4.3445e+00 -2.2451e+00 -3.7425e+00 +4.0502e+00 +5.4921e-01
3 +5.640545762e+05 +5.640545762e+05 +5.640920962e+05 +5.640920962e+05 +4.8612e+00 -1.7734e+00 -2.1621e+00 -5.7873e-02 -3.2116e+00 -2.8472e+00 +3.6172e+00 +2.8575e+00 -4.6966e+00 +1.2787e+00 -1.4659e-01 +1.6863e+00 -1.9885e+00 -3.0038e+00 -4.7583e+00 +2.0226e+00 +4.5953e+00 -2.4860e+00 +3.6216e-02 +8.2150e-01
5 +5.391952794e+05 +5.391952794e+05 +5.392327994e+05 +5.392327994e+05 -4.2127e+00 -4.5227e+00 -4.1341e+00 -1.9343e-01 -3.0142e+00 +1.4906e+00 -9.6178e-01 -7.5829e-01 +2.6604e+00 +4.2698e+00 -2.2119e+00 +2.5670e+00 -3.8377e+00 +2.9597e+00 -3.0442e+00 -1.5203e+00 -2.7730e+00 -4.2523e+00 -4.9135e-01 +3.1087e+00
7 +2.479655616e+05 +2.479655616e+05 +2.480030816e+05 +2.480030816e+05 +2.1344e+00 -2.8435e+00 -2.1126e+00 -2.7451e+00 +4.5066e+00 -4.1268e+00 -2.3970e+00 -2.0589e+00 -1.2850e+00 +1.6355e+00 -1.8513e+00 +2.3707e+00 +4.1398e+00 +2.7706e+00 -1.3729e-01 +1.6743e+00 -4.8247e-01 -4.3065e+00 -3.2187e+00 +1.9861e+00
47 +1.931102517e+05 +1.931102517e+05 +1.931477717e+05 +1.931477717e+05 +2.4055e+00 +1.1867e+00 +7.8579e-01 -4.5657e+00 +1.4724e+00 +4.4799e+00 +2.3892e+00 +4.3389e+00 +3.7653e+00 -5.3450e-01 -2.6226e+00 +4.5008e+00 +2.2007e+00 +3.2383e+00 +3.3139e-01 +2.7265e+00 -2.9127e+00 -4.1901e+00 -3.1170e-02 -3.5153e+00
57 +1.228550787e+05 +1.228550787e+05 +1.228925987e+05 +1.228925987e+05 -8.7957e-01 -9.7318e-01 +2.0895e+00 +4.0697e-01 +2.4652e+00 +3.3466e+00 +3.2130e+00 +2.9498e+00 -2.2345e+00 -1.8498e+00 +4.6547e+00 -2.1302e+00 -4.7800e-01 -2.4935e+00 +1.4885e+00 -3.3127e+00 -4.4139e+00 +8.7526e-02 +1.5333e+00 -4.7934e+00
203 +9.919248514e+04 +9.919248514e+04 +9.923000514e+04 +9.923000514e+04 -4.1021e-01 -4.5932e+00 +3.2310e+00 -6.2746e-01 +3.5992e+00 +2.8639e+00 +3.7888e+00 -2.0354e+00 -9.6234e-01 +8.9481e-01 +2.0219e+00 +2.6387e+00 +1.4951e+00 +5.4181e-01 +1.0792e+00 -2.7329e+00 -3.5702e+00 +8.3291e-01 -4.8627e+00 +3.9978e+00
1717 +8.446943868e+04 +8.446943868e+04 +8.450695868e+04 +8.450695868e+04 +1.2412e+00 -1.5433e-01 +2.0960e+00 -4.1119e+00 -1.2107e+00 +3.9368e+00 -2.6957e-01 +2.6512e-01 -2.4247e+00 -7.7773e-01 +1.8859e+00 -6.4353e-01 -1.3019e+00 +5.9029e-01 -1.3034e+00 +3.7678e-01 -1.3382e-01 +1.1897e-01 -3.9513e+00 -4.3215e+00
2281 +8.233595098e+04 +8.233595098e+04 +8.237347098e+04 +8.237347098e+04 +6.9065e-01 -3.3895e+00 -8.9500e-01 -2.1892e+00 +2.8994e+00 +2.8966e+00 -1.8615e+00 -3.4980e-01 +4.2437e+00 -1.5945e+00 +4.8387e-01 -2.5677e+00 +2.4841e+00 +1.0356e-01 -3.2287e+00 +1.6218e+00 -4.2433e+00 -4.7180e+00 -4.2297e+00 +9.0719e-01
3833 +8.035988158e+04 +8.035988158e+04 +8.039740158e+04 +8.039740158e+04 -7.3817e-01 -4.0171e-01 +1.5974e+00 +1.1131e+00 +4.0393e+00 +3.4173e+00 +1.1570e+00 +2.1317e+00 +2.1427e+00 +2.1581e+00 +1.8710e-01 -4.6225e-01 -1.6316e+00 -1.2207e+00 -4.2807e+00 -3.7575e+00 +8.6306e-01 -1.9157e+00 -1.7787e-01 +6.6438e-01
4799 +6.921838980e+04 +6.921838980e+04 +6.925590980e+04 +6.925590980e+04 +4.1341e+00 -3.6024e+00 +3.3265e+00 -3.0055e+00 +2.8762e-01 +1.7962e+00 +3.0060e+00 +4.6714e+00 -9.8403e-03 -4.3529e+00 -2.3899e+00 +1.7129e+00 +1.8645e+00 +1.4946e+00 +2.5566e-02 -5.9984e-01 -1.3152e+00 -3.1526e+00 -1.1957e+00 -4.5499e+00
6026 +6.662043533e+04 +6.662043533e+04 +6.665795533e+04 +6.665795533e+04 +1.7979e+00 -3.7122e+00 -1.0715e+00 +1.4318e+00 +3.9903e+00 +1.0362e+00 -8.1471e-01 +2.3289e+00 +1.9036e+00 -4.7224e+00 +4.8193e+00 -2.3354e+00 -8.7012e-01 -5.1330e-01 +3.1730e-01 -4.5993e+00 -1.7036e+00 -1.9191e+00 -3.4761e+00 -1.4510e+00
7937 +5.774773839e+04 +5.774773839e+04 +5.778525839e+04 +5.778525839e+04 +9.6289e-01 -4.6150e+00 +1.9747e+00 -2.9422e+00 +4.1529e+00 +2.3256e+00 +1.3146e+00 +7.2140e-01 -2.4269e+00 -3.0046e+00 +3.5754e-01 -1.9105e+00 +1.0720e+00 +3.8134e+00 -4.9443e+00 +9.3926e-01 +3.5902e-01 -4.5490e+00 -2.3315e+00 +2.1111e+00
8130 +5.672429440e+04 +5.672429440e+04 +5.676181440e+04 +5.676181440e+04 -1.4757e+00 -3.2602e-01 +2.6007e+00 -3.5829e+00 -1.9231e+00 -9.9606e-01 -2.6462e-01 +4.7173e+00 +4.0928e-01 -1.0923e+00 +3.9773e+00 -1.0301e+00 +1.9718e+00 +8.0476e-01 -2.5812e-01 -1.8892e+00 -2.2153e+00 -3.8042e+00 -1.1795e+00 -4.7221e-01
10886 +5.430845391e+04 +5.430845391e+04 +5.434597391e+04 +5.434597391e+04 -2.3403e+00 -2.4829e+00 +3.9002e+00 -2.1108e+00 +2.0825e+00 -5.3670e-01 +3.5271e+00 +1.7201e+00 +3.6280e+00 +7.7074e-01 +8.9036e-01 -3.4436e+00 +1.5053e+00 +5.3170e-01 -1.2817e+00 +2.1216e-01 +7.0283e-01 -3.1501e+00 -1.5245e+00 -5.3420e-01
12536 +3.287794700e+04 +3.287794700e+04 +3.291546700e+04 +3.291546700e+04 +7.8495e-01 -4.1016e+00 +3.9609e+00 -1.9503e+00 +1.0729e+00 +9.0557e-01 +2.4080e+00 +6.1898e-01 -1.8309e+00 -3.8773e+00 +2.3120e+00 -1.7082e+00 -4.1000e-01 +9.3952e-01 +9.8327e-02 -2.6836e+00 -4.9685e-02 -9.7773e-01 -2.8175e+00 -1.0371e+00
18873 +2.773156589e+04 +2.773156589e+04 +2.776908589e+04 +2.776908589e+04 +1.2744e+00 -3.5187e+00 +3.5566e+00 -1.6518e+00 -4.0917e-02 +1.4186e+00 -1.8473e+00 +2.0244e+00 +2.0908e+00 -2.4984e+00 -4.7613e-01 +1.0526e+00 -9.7505e-01 +4.1347e+00 -1.6549e+00 -2.7613e+00 -2.0389e+00 -1.3514e+00 -4.4371e+00 +4.3900e+00
35921 +2.669752263e+04 +2.669752263e+04 +2.673504263e+04 +2.673504263e+04 +1.4352e+00 -2.0021e+00 -6.4914e-01 -2.9850e+00 +2.8234e+00 +2.8325e+00 +1.7153e+00 +4.6673e-01 -1.1769e+00 +1.3866e+00 +4.0520e+00 +3.2315e+00 +1.8129e+00 +2.7668e+00 -8.8657e-01 -4.0632e+00 -1.8958e+00 -4.8897e+00 -3.5137e+00 +3.3436e+00
121907 +1.888268926e+04 +1.888268926e+04 +1.892020926e+04 +1.892020926e+04 +2.6594e+00 -2.6404e+00 +3.2444e+00 -3.8588e-01 +3.3120e+00 -1.0412e+00 +2.4271e+00 -2.9953e-01 +2.4973e+00 -1.1288e+00 +1.5786e+00 -1.8598e+00 +3.6923e+00 +6.6323e-01 -3.6343e-01 +2.8430e-01 -3.0680e+00 -1.4169e+00 -2.5215e+00 +2.7748e+00
1081845 +1.634709459e+04 +1.634709459e+04 +1.638461459e+04 +1.638461459e+04 +1.3313e+00 -3.9876e+00 +7.0509e-01 -1.4721e+00 +6.8139e-01 +4.5510e-01 +1.5841e+00 +1.9324e+00 +2.3676e+00 -6.4773e-01 +3.0978e+00 -2.0041e+00 -8.6274e-01 +3.5358e+00 -4.8831e-01 -1.4415e+00 -2.5147e+00 -1.0513e+00 -3.9241e+00 -1.1237e-01
1929367 +1.265019372e+04 +1.265019372e+04 +1.268771372e+04 +1.268771372e+04 +1.1176e+00 -2.5627e+00 +2.7702e+00 -2.1008e+00 +3.4615e+00 +1.9234e+00 +1.0261e+00 +2.8424e+00 +7.5671e-01 -1.5084e+00 +3.1841e+00 -2.1389e+00 +2.9880e+00 +1.3932e+00 -4.5354e-01 -4.8860e+00 -2.2375e+00 -3.0427e+00 -3.9002e+00 +4.9781e+00
3677274 +1.202579032e+04 +1.202579032e+04 +1.206331032e+04 +1.206331032e+04 +2.6207e+00 -2.5792e+00 +1.0417e+00 -3.4946e+00 +2.1843e+00 +8.0047e-02 +2.4989e+00 +1.9592e+00 +2.0331e+00 -2.6625e+00 +2.2951e+00 +1.5380e+00 +1.2636e-01 +4.1092e+00 -1.8080e+00 -1.4439e+00 -4.1026e+00 -4.5468e+00 -2.8146e+00 +3.1121e+00
4445665 +8.511577948e+03 +8.511577948e+03 +8.549097948e+03 +8.549097948e+03 +2.2886e+00 -2.3947e+00 +2.4615e+00 -4.4176e+00 +3.7544e+00 +2.2650e+00 -1.5932e-01 +2.6728e+00 +6.9644e-01 -2.1871e+00 +4.0844e+00 -1.6548e-01 +1.7395e+00 +1.9378e-01 -3.8575e+00 -6.8242e-01 -8.5155e-01 -2.0908e+00 -1.5225e+00 +2.1566e+00
8809382 +7.010882188e+03 +7.010882188e+03 +7.048402188e+03 +7.048402188e+03 +1.7790e+00 -4.5337e+00 +2.6756e+00 -1.4903e+00 +3.1250e+00 -4.2294e-01 -5.6316e-01 +3.0359e-01 +2.6478e+00 -2.2573e+00 +2.7162e+00 -1.2194e+00 +1.5651e+00 +1.9711e+00 -1.5484e+00 -3.2141e+00 -1.8456e+00 -3.7480e+00 -3.2584e+00 +3.8650e+00
% function evaluation | noise-free fitness - Fopt (8.834000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.593187548e+05 +4.593187548e+05 +4.594070948e+05 +4.594070948e+05 +3.5941e+00 +3.0844e+00 +4.2814e+00 -9.2042e-01 +8.2938e-01 -5.6816e-01 -1.5244e+00 -1.6054e+00 -3.9863e+00 -3.3999e+00 +1.0789e-01 +3.1772e+00 -1.9334e+00 -7.3279e-01 -3.6626e+00 +3.7572e-01 +2.9479e+00 -4.2220e+00 -1.8994e-01 -3.3759e+00
2 +4.528393875e+05 +4.528393875e+05 +4.529277275e+05 +4.529277275e+05 +2.3180e+00 -9.5401e-01 +2.2999e+00 -1.8704e+00 -5.2696e-01 -3.1704e+00 -1.7700e-01 +1.4407e+00 +3.9683e+00 -2.9489e+00 -1.9763e+00 -6.7154e-01 -1.7639e+00 -1.4069e+00 +1.3961e+00 -6.5436e-01 +3.9712e+00 -1.6575e+00 +8.2661e-01 -3.2603e-01
4 +4.377635645e+05 +4.377635645e+05 +4.378519045e+05 +4.378519045e+05 -1.3284e+00 +1.9011e+00 +1.0501e+00 -4.7106e+00 +3.7608e+00 -1.4626e+00 +3.1648e+00 -3.9951e+00 -1.8047e+00 -1.9033e+00 -3.2903e+00 +5.6700e-01 +1.9054e+00 -1.8646e+00 -3.9835e-02 -4.4385e+00 +3.8181e+00 +3.4892e+00 +3.2399e+00 +4.3080e+00
5 +3.063777060e+05 +3.063777060e+05 +3.064660460e+05 +3.064660460e+05 +2.7659e+00 -6.3582e-01 +1.8310e-01 -3.8648e+00 -1.5737e+00 +6.3840e-01 -3.7809e+00 +2.3978e+00 +3.7513e+00 -6.9731e-01 -1.1530e+00 -7.7443e-01 -4.0369e-01 +1.0077e+00 -4.2666e+00 -3.6868e+00 +2.5734e+00 +2.7018e+00 -2.6175e+00 +3.8093e+00
8 +2.899463638e+05 +2.899463638e+05 +2.900347038e+05 +2.900347038e+05 -2.1784e+00 +2.7275e+00 -1.3752e+00 +2.6709e+00 -7.3078e-01 -2.9382e+00 +4.5626e+00 +6.7270e-01 +1.7163e+00 +2.0307e+00 -1.4034e+00 -9.8950e-02 -7.1998e-01 +2.8947e+00 +2.1115e+00 +3.5497e+00 +2.1620e+00 +9.2015e-01 -2.1400e+00 -3.9511e+00
13 +1.570633930e+05 +1.570633930e+05 +1.571517330e+05 +1.571517330e+05 +1.7035e+00 +4.3880e+00 +7.4495e-01 -3.6753e+00 -4.7733e-01 -2.3626e+00 -1.4220e+00 +3.8096e+00 -1.4316e+00 -2.2310e+00 -2.3052e+00 +2.8148e+00 -4.3935e+00 +3.4928e+00 -1.8533e+00 -4.5913e+00 +8.5699e-01 -4.8389e+00 -3.7588e+00 +2.6902e+00
23 +1.478677193e+05 +1.478677193e+05 +1.479560593e+05 +1.479560593e+05 +1.5709e+00 +2.2182e+00 -1.3818e-02 -2.2543e+00 +3.9178e+00 +3.6216e+00 +1.1482e+00 -1.6454e-01 -2.3458e+00 +9.7473e-02 -3.8357e+00 +1.4203e+00 -3.9737e+00 +1.5329e+00 +5.4023e-01 +2.3789e+00 -3.0280e+00 +1.2520e+00 -3.2768e+00 +1.1731e+00
163 +1.188225506e+05 +1.188225506e+05 +1.189108906e+05 +1.189108906e+05 +1.7483e+00 +9.1941e-01 -4.4414e+00 -6.4197e-01 -1.3742e+00 +3.6304e+00 -2.0520e+00 +2.0869e+00 +1.9805e+00 +4.5168e+00 -2.5856e+00 +4.0006e+00 -2.1132e+00 -2.1203e+00 -4.7036e+00 -3.3774e+00 +1.9895e+00 -3.9920e+00 -1.5634e+00 -4.1424e+00
287 +1.151663304e+05 +1.151663304e+05 +1.152546704e+05 +1.152546704e+05 +2.5176e+00 -1.5476e+00 -1.2708e+00 -4.3960e+00 -5.7834e-01 -1.6426e+00 -3.6963e+00 -2.3287e+00 +5.1642e-01 +3.8855e+00 -4.9872e+00 -3.0265e+00 +1.6744e+00 +1.1177e+00 +5.6716e-01 -2.4705e+00 -1.2556e+00 -1.1864e+00 -1.0157e+00 +1.7534e+00
584 +9.635414421e+04 +9.635414421e+04 +9.644248421e+04 +9.644248421e+04 +1.9161e+00 -1.3880e+00 -4.5918e+00 -4.4906e+00 +3.0158e+00 -1.7030e+00 +3.8669e-01 +2.8247e+00 -2.1432e+00 +4.7335e+00 -3.3637e+00 +3.3476e+00 -2.1482e+00 -4.4510e+00 -4.5294e+00 +1.4254e+00 +8.1201e-01 -4.4909e+00 +1.4667e+00 -1.2078e+00
748 +7.436486211e+04 +7.436486211e+04 +7.445320211e+04 +7.445320211e+04 -1.3667e+00 -4.4291e-01 -2.1969e+00 -3.8242e+00 -2.9086e+00 -3.5709e+00 +2.8011e+00 -1.1628e+00 +6.8978e-01 +2.5573e+00 +4.5170e-01 +2.0340e+00 -1.3139e+00 +6.0123e-01 -2.7139e+00 +4.2962e-01 -1.3131e+00 -3.3290e+00 -4.1434e-01 -2.0086e-01
883 +5.469879124e+04 +5.469879124e+04 +5.478713124e+04 +5.478713124e+04 -3.8377e+00 +4.0221e+00 -3.9420e+00 -2.5487e+00 -1.5813e+00 +2.4833e+00 +1.0395e+00 +1.4665e+00 -4.3935e+00 +3.2501e+00 -1.5327e+00 +2.5678e+00 -2.8195e+00 +7.5973e-01 +3.8652e-01 -1.2741e+00 +4.4846e-01 -2.9085e+00 -1.0801e+00 -1.5602e+00
4291 +4.501526076e+04 +4.501526076e+04 +4.510360076e+04 +4.510360076e+04 +2.8583e+00 +4.2034e+00 -4.7600e+00 -2.8624e+00 -3.1124e+00 -1.0888e+00 -2.6787e+00 -1.9512e+00 +2.0221e-02 +3.1099e+00 -4.1688e+00 +2.9247e+00 -1.9742e+00 -3.1282e+00 -1.0991e+00 -7.0917e-02 -2.4075e+00 -7.6096e-01 +6.8668e-01 +4.4703e+00
11263 +3.200646678e+04 +3.200646678e+04 +3.209480678e+04 +3.209480678e+04 -2.5811e+00 +1.7545e+00 -3.0878e+00 -5.8585e-01 -2.7532e-01 -2.5260e+00 -1.0060e+00 +4.6237e-01 +3.6865e-01 +1.2848e+00 +6.4921e-01 +5.5354e-01 -3.0011e+00 -1.5593e+00 -4.1018e+00 -9.6596e-01 -4.0953e-01 -4.3133e+00 -2.4157e+00 -9.4126e-01
57503 +2.674742341e+04 +2.674742341e+04 +2.683576341e+04 +2.683576341e+04 +3.2184e+00 +3.5175e+00 -4.3727e+00 -7.8081e-01 +2.7123e+00 +1.2727e+00 -2.2562e+00 -4.4052e-02 +1.1612e-01 +1.7839e+00 -1.3279e+00 +2.1914e+00 +1.0863e+00 +1.2405e+00 -7.7842e-01 +1.6956e+00 -5.9526e-01 -9.2806e-01 +6.4431e-01 +4.4858e+00
132556 +2.157408187e+04 +2.157408187e+04 +2.166242187e+04 +2.166242187e+04 -1.5140e+00 +4.5640e+00 -3.3427e+00 -2.3272e+00 -9.9716e-01 -2.2691e+00 -1.3251e+00 +2.8854e+00 -1.9065e+00 +4.1022e+00 -9.9441e-01 +5.3110e-01 -3.2579e-01 +1.1180e+00 -1.2215e+00 -3.1151e+00 -2.5530e+00 -3.0229e+00 -2.5979e+00 +4.0219e+00
626235 +2.051430260e+04 +2.051430260e+04 +2.060264260e+04 +2.060264260e+04 -1.1814e+00 +1.7519e-01 -2.4046e+00 +1.4451e+00 -3.9704e-01 -1.5661e+00 +7.2588e-01 +1.9326e+00 -3.0212e+00 +2.5415e+00 -2.7818e+00 -1.0390e+00 +7.8573e-01 -2.8496e-02 -8.1523e-01 -4.1555e+00 -1.1454e+00 -1.1295e+00 -6.4258e-01 -2.1563e+00
681139 +1.810254042e+04 +1.810254042e+04 +1.819088042e+04 +1.819088042e+04 -1.3450e+00 +3.9251e-01 -3.1341e+00 -2.7249e+00 +1.2818e-01 -2.4335e+00 -2.0463e+00 +2.5003e+00 -1.6936e+00 -9.2696e-01 +2.1828e-01 +2.4447e-01 -1.7973e+00 -2.3412e+00 -4.6242e+00 +6.1787e-01 -1.0484e+00 -1.7622e+00 -2.0111e+00 +2.1849e+00
740404 +1.208133460e+04 +1.208133460e+04 +1.216967460e+04 +1.216967460e+04 +2.4217e+00 +2.9017e+00 -1.5887e+00 -1.9713e+00 +1.5035e-01 -1.4021e+00 -2.2250e+00 +7.5677e-01 -1.2451e+00 +2.5698e+00 -3.6543e+00 +3.5806e+00 -1.6681e+00 -1.7712e+00 -3.7752e+00 +1.3385e-01 -3.7701e+00 -4.0329e+00 +2.0856e+00 -1.5036e-01
1387919 +1.196804228e+04 +1.196804228e+04 +1.205638228e+04 +1.205638228e+04 +9.0162e-01 +5.0585e-01 -3.7749e+00 -1.8068e+00 +2.3686e+00 -1.1267e+00 -1.5071e+00 -7.1479e-01 +6.8240e-01 +2.8327e+00 +6.8505e-01 +2.5083e+00 -1.1833e-01 -1.6329e-01 -1.5088e+00 +7.9961e-02 -1.8377e+00 -3.4465e+00 -6.0255e-01 -2.7147e+00
10122123 +1.147053106e+04 +1.147053106e+04 +1.155887106e+04 +1.155887106e+04 +1.7018e+00 +4.3102e+00 -3.4745e+00 -7.4043e-01 -1.1995e-01 +1.2814e-01 -8.0243e-01 -8.1341e-01 -2.4527e+00 +2.8106e-01 -1.0983e+00 +1.4362e+00 -3.1532e+00 -3.8966e-01 -4.7649e+00 -5.0004e-01 -2.8010e+00 -3.4908e+00 +1.6729e+00 -7.7527e-01
15550944 +9.588250953e+03 +9.588250953e+03 +9.676590953e+03 +9.676590953e+03 +7.3285e-01 +1.9450e+00 -1.8510e+00 +1.9423e-01 -1.0909e-01 +2.9559e-01 -1.7130e+00 +1.6769e+00 -2.8927e+00 +3.2591e+00 +1.0485e+00 +3.2864e+00 -1.0220e+00 -1.8955e+00 -1.5638e+00 -5.9829e-01 -2.7729e+00 -4.2466e+00 +3.5618e-01 -7.1377e-01
24384987 +7.718700476e+03 +7.718700476e+03 +7.807040476e+03 +7.807040476e+03 +2.3198e+00 +1.0946e+00 -2.4217e+00 -2.7821e+00 +1.2946e+00 +5.6127e-01 -2.1857e+00 -3.9223e-02 -2.8687e-01 +3.1386e-01 -1.8858e+00 +9.3072e-01 -6.7346e-01 -2.2783e-01 -9.9030e-01 -1.1031e+00 -7.0809e-01 -2.1508e+00 +1.9099e+00 +2.4833e+00
143681747 +6.226560054e+03 +6.226560054e+03 +6.314900054e+03 +6.314900054e+03 -1.3021e+00 +3.2154e+00 -4.1997e+00 -8.5516e-01 +1.1602e+00 +4.2906e-01 -2.4227e+00 +6.3974e-02 -2.1776e-01 +2.3231e+00 -3.3676e+00 +1.4488e+00 -1.6738e+00 -6.2463e-01 -2.4732e+00 -1.8561e+00 -2.8300e+00 -4.2030e+00 +1.6835e+00 -3.7305e+00
198208380 +5.183490843e+03 +5.183490843e+03 +5.271830843e+03 +5.271830843e+03 +6.1512e-01 +1.2423e+00 -4.0072e+00 -5.3168e-01 +3.2183e-01 +3.6258e-02 -4.9378e-01 +1.7841e+00 -2.9984e-01 +6.3909e-01 -1.1315e+00 +1.5727e-01 +7.3125e-01 +1.7658e+00 -1.0771e+00 -3.3525e-01 -3.2830e+00 -2.9975e+00 -2.7937e-01 -6.8381e-01
% function evaluation | noise-free fitness - Fopt (2.201700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.149210551e+06 +1.149210551e+06 +1.149430721e+06 +1.149430721e+06 -4.4511e+00 -1.3043e+00 -1.5081e-01 -3.4219e+00 -3.3636e+00 +2.1838e+00 -3.5782e+00 +4.8277e+00 -2.3494e+00 +1.9118e+00 +2.7798e+00 -5.1889e-01 -1.7625e+00 +3.9751e+00 -4.0648e+00 +1.3554e-01 -3.5683e+00 +3.6954e+00 -1.3039e+00 -2.6405e+00
2 +7.800846746e+05 +7.800846746e+05 +7.803048446e+05 +7.803048446e+05 -4.9925e+00 -2.5724e+00 -1.4464e+00 -1.5125e+00 -4.2012e+00 +4.6186e+00 -4.9810e+00 +7.7848e-01 +4.1462e+00 +3.0804e+00 +2.7848e+00 -3.2230e+00 -4.7089e+00 -4.4136e+00 -3.8452e+00 +3.5742e+00 -3.8136e+00 -3.3040e+00 +3.5203e+00 +1.1615e-01
4 +2.944351895e+05 +2.944351895e+05 +2.946553595e+05 +2.946553595e+05 -2.6981e+00 -2.3509e+00 -2.6398e+00 -3.9521e+00 +2.8991e+00 -6.8266e-01 +2.5605e+00 -2.2745e+00 +2.1528e+00 +3.6344e-01 -1.0694e+00 -2.0747e+00 +4.4251e+00 +3.4977e-01 +7.0603e-01 +3.4609e+00 -7.9041e-01 -2.6937e+00 -2.1952e+00 +2.5783e+00
5 +2.559022471e+05 +2.559022471e+05 +2.561224171e+05 +2.561224171e+05 -4.4277e+00 +1.3380e+00 +7.9509e-01 +3.2990e+00 +1.1350e+00 +1.5949e+00 -1.6476e+00 -4.1517e+00 +2.7375e+00 +1.1900e+00 -3.7542e-01 +2.9986e+00 +2.7054e+00 -4.1565e-01 +1.5834e+00 +3.4662e+00 +3.0027e+00 -1.2082e+00 -4.4696e+00 +2.7974e+00
29 +1.034106567e+05 +1.034106567e+05 +1.036308267e+05 +1.036308267e+05 -4.5779e+00 -1.7682e+00 -2.3579e+00 +1.5260e+00 -4.7590e+00 -4.7563e+00 +2.7919e+00 -2.5940e+00 -2.3568e+00 -3.3098e+00 +3.0656e+00 +4.4824e+00 +2.6773e+00 +4.1571e-01 +9.2440e-01 +1.0050e+00 -3.1672e+00 -2.0637e+00 +9.9633e-01 +1.1594e+00
55 +9.852610434e+04 +9.852610434e+04 +9.874627434e+04 +9.874627434e+04 -4.0816e-01 -3.3796e+00 -5.6423e-01 -1.3259e+00 -2.1562e+00 -2.7809e+00 +3.2556e+00 -3.7165e+00 -3.5475e+00 -4.0228e-01 -1.8989e+00 -3.8511e+00 +3.1201e+00 -4.3310e+00 +5.9166e-01 -3.3674e-01 -3.8458e+00 -3.1056e+00 +1.9408e+00 -3.6501e+00
233 +8.891180964e+04 +8.891180964e+04 +8.913197964e+04 +8.913197964e+04 +1.0001e+00 -2.1635e+00 -2.4154e+00 +1.5269e+00 -2.6089e-01 -3.2196e-01 +3.0585e+00 -4.6154e+00 +2.2245e+00 -3.5131e+00 -2.8344e+00 -1.7953e+00 +1.1685e+00 +1.9059e-01 +1.9662e+00 -5.9378e-01 -3.1503e+00 -2.0321e-01 -3.9836e+00 +2.3836e+00
