% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
261 +5.004054101e+02 +5.004054101e+02 +6.952054101e+02 +6.952054101e+02 +1.2942e+00 +3.0977e+00 -6.5744e-01 -8.2641e-01 -6.0241e-01 +2.7527e+00 +3.6541e+00 +2.4558e+00 -1.1327e+00 +1.6996e+00 +3.6059e-02 +1.2587e-01 +1.7543e+00 -4.1983e-01 +1.0388e+00 +3.3028e+00 +4.6865e-01 +3.4164e+00 +4.5809e+00 +1.8319e+00
370 +4.847577934e+02 +4.847577934e+02 +6.795577934e+02 +6.795577934e+02 +6.5960e-01 -5.9863e-01 +2.2315e+00 -1.6514e+00 +1.1864e+00 -2.4952e-01 +2.8985e+00 +2.3922e+00 +1.0954e-01 +7.2896e-01 +2.6677e-01 +1.0167e+00 -2.5458e+00 +2.5030e+00 +2.9356e+00 +4.7465e+00 +1.2831e+00 -3.1798e+00 -7.3048e-01 +2.2506e+00
427 +4.720826816e+02 +4.720826816e+02 +6.668826816e+02 +6.668826816e+02 +2.6767e+00 -1.4618e+00 +2.6587e+00 +2.1050e+00 +9.9607e-02 +1.3337e+00 -2.9961e+00 +1.3854e-01 +7.6129e-01 +3.6549e+00 -2.3408e+00 -1.2419e+00 -9.4382e-02 +2.9095e+00 +3.1929e-01 -2.6866e+00 -1.5811e+00 +2.7768e-01 +1.8732e+00 +2.5917e-01
500 +4.502694467e+02 +4.502694467e+02 +6.450694467e+02 +6.450694467e+02 -6.9439e-01 +3.8923e-01 +1.1393e+00 -4.2170e+00 -7.7331e-01 -2.8465e+00 +1.3296e+00 -9.8560e-01 +3.4061e+00 +1.8952e+00 -2.8965e+00 +3.5722e+00 +4.4697e+00 -4.0678e+00 +2.1007e+00 +3.1074e+00 -1.2161e+00 -1.8859e+00 +7.5062e-01 +3.4917e+00
3329 +4.085623926e+02 +4.085623926e+02 +6.033623926e+02 +6.033623926e+02 -3.4989e-01 +7.3701e-01 -3.7617e+00 +1.4749e+00 -1.3642e+00 -5.4674e-01 +1.0023e-02 +2.0877e+00 +2.3016e+00 -1.3051e+00 -2.4219e+00 +9.3757e-01 +3.1979e+00 -2.5998e-01 -1.0412e+00 -1.4402e-01 -3.1898e+00 -3.8322e+00 +2.3509e+00 +2.6672e+00
6514 +3.922265452e+02 +3.922265452e+02 +5.870265452e+02 +5.870265452e+02 -3.0451e+00 +2.2746e+00 +2.9133e+00 -8.0838e-01 -1.7168e+00 -2.1078e+00 +1.8870e+00 -3.1815e+00 -3.9750e+00 -4.4767e+00 +4.2646e-01 -3.5511e+00 +1.6033e+00 -3.1648e+00 +6.9994e-02 -5.7105e-01 -2.0135e+00 -1.0648e+00 +2.6271e+00 +1.8800e-01
9278 +3.789277981e+02 +3.789277981e+02 +5.737277981e+02 +5.737277981e+02 -1.0396e+00 +2.9730e+00 +2.9493e+00 -2.9072e+00 +1.4787e-01 -2.8671e+00 +2.2933e+00 +1.5547e+00 +1.9941e+00 -3.6626e+00 -2.1284e+00 +1.4090e+00 -4.3719e-01 -4.7315e+00 +1.1856e-01 -2.1021e+00 -1.6559e+00 +1.5172e+00 +1.3478e+00 +3.6496e+00
17757 +3.529564800e+02 +3.529564800e+02 +5.477564800e+02 +5.477564800e+02 -4.0344e-01 +1.9883e+00 -6.4237e-01 -3.8411e+00 +1.8081e+00 -2.3731e+00 +3.6964e+00 +6.6400e-01 +1.0881e+00 -2.0677e+00 -1.4199e+00 -2.3989e-01 -1.3884e-01 -2.6521e+00 +2.4072e+00 +3.1740e+00 -2.1320e+00 -4.2835e-01 +1.8994e-01 +2.7985e+00
31526 +3.398428095e+02 +3.398428095e+02 +5.346428095e+02 +5.346428095e+02 +1.9409e+00 -5.8058e-01 -8.2543e-01 -7.2225e-01 -2.0808e+00 +9.0168e-01 -2.1727e+00 +4.0784e-01 +1.5697e+00 +2.0172e+00 -2.7717e+00 -3.5522e+00 +7.1707e-01 +8.5089e-01 +2.8660e+00 -2.5644e+00 -1.4989e+00 +2.5266e+00 +2.3311e-01 -1.8093e+00
167232 +3.226945920e+02 +3.226945920e+02 +5.174945920e+02 +5.174945920e+02 -2.6443e+00 +4.6109e+00 +9.8590e-01 -2.9553e+00 +4.0622e+00 -2.2558e+00 +3.4496e+00 +2.9659e+00 -1.1206e+00 -2.5615e+00 +2.1825e+00 +2.7644e-01 +2.3067e+00 -2.1398e+00 -1.4851e+00 +1.9800e+00 -5.1402e-02 -6.2170e-01 +1.4707e+00 +2.3613e+00
180751 +2.828436566e+02 +2.828436566e+02 +4.776436566e+02 +4.776436566e+02 -1.1551e+00 +2.9818e+00 +1.4944e+00 -7.3470e-01 +1.8137e+00 -2.6971e+00 +9.0182e-01 +3.2965e+00 +6.6149e-01 -2.8473e+00 +6.0990e-01 -8.6044e-02 +2.2333e+00 +1.6982e+00 -4.1437e+00 +2.4307e+00 -4.8820e-01 +7.1613e-01 -7.1951e-02 +1.7875e+00
1186654 +2.696052808e+02 +2.696052808e+02 +4.644052808e+02 +4.644052808e+02 +1.8196e+00 -1.1096e+00 +1.1241e+00 -4.9230e-01 -1.6622e+00 +1.1999e+00 +1.0096e+00 -1.5140e+00 +2.2434e+00 -8.2705e-01 -1.2825e-02 -1.2403e+00 -2.3610e+00 +7.5812e-01 +3.5830e+00 +1.4518e+00 +7.0151e-01 +1.1345e+00 +9.3048e-01 +1.8422e-01
2895210 +2.615870133e+02 +2.615870133e+02 +4.563870133e+02 +4.563870133e+02 +3.9443e+00 -5.1870e-01 -1.4540e+00 +1.5138e+00 +4.5302e-01 +7.9635e-01 -2.1373e-01 -6.0060e-01 +4.2857e-01 +3.4561e+00 +1.1910e+00 -2.4773e+00 -8.7043e-01 +1.6404e+00 +2.2451e+00 -6.2853e-02 +3.7187e+00 +1.3086e+00 -1.6852e+00 +1.1869e+00
19636647 +2.471908749e+02 +2.471908749e+02 +4.419908749e+02 +4.419908749e+02 -3.1136e+00 +2.5321e+00 +2.0700e+00 -1.9366e+00 +3.0009e+00 -2.6285e+00 -6.3028e-02 +2.5555e+00 -6.2884e-01 -4.3872e-01 -5.2106e-02 +5.9291e-01 +5.0591e-01 -2.0538e+00 -1.3411e+00 +1.5734e+00 -1.6509e+00 -1.4071e+00 -1.0729e+00 +1.1127e+00
146651472 +2.316255696e+02 +2.316255696e+02 +4.264255696e+02 +4.264255696e+02 -1.5534e+00 +1.5540e+00 +9.9983e-01 -2.6831e+00 +3.0396e-01 -2.6798e-01 +2.1955e+00 -1.4967e-01 -2.5956e+00 -6.1142e-01 -2.9401e+00 +1.7704e+00 -1.7670e+00 -4.1598e+00 +2.0436e-01 -1.4177e-01 -5.2881e-01 -2.9930e+00 +2.1283e-01 -1.8790e-01
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.057771879e+02 +9.057771879e+02 +7.721871879e+02 +7.721871879e+02 +2.5404e+00 +4.6339e+00 +3.5705e+00 -1.8971e+00 -7.3061e-01 +3.2370e+00 +3.3847e+00 -2.9949e+00 -6.8769e-01 -2.8960e+00 -1.0806e+00 +4.9299e+00 +2.9300e+00 +2.4129e+00 -4.3344e+00 +1.9022e-01 +6.5412e-02 +4.6581e+00 +3.8591e+00 -1.6025e+00
2 +7.880182848e+02 +7.880182848e+02 +6.544282848e+02 +6.544282848e+02 +1.0584e+00 -2.8303e+00 -2.9807e-02 -1.1017e+00 +3.7986e+00 +1.6524e+00 +4.8706e-01 +3.3530e+00 +2.8261e+00 +4.5831e+00 -2.8057e+00 +2.9023e+00 +2.9994e+00 -6.7872e-01 +4.0593e+00 -2.5955e+00 -2.5786e-02 +2.8482e-02 -1.2802e+00 -3.1239e+00
5 +7.661450969e+02 +7.661450969e+02 +6.325550969e+02 +6.325550969e+02 -4.2802e+00 -4.1912e+00 -4.8170e+00 -3.9674e+00 +3.6127e+00 +1.5486e-01 +1.2117e+00 +1.0038e+00 -2.4225e+00 -3.9471e+00 +4.2318e+00 -1.1286e+00 +4.6248e+00 +1.7751e+00 -2.5299e+00 -5.7265e-01 +3.0533e+00 -4.5666e+00 -2.9732e+00 -1.6880e+00
6 +5.702936048e+02 +5.702936048e+02 +4.367036048e+02 +4.367036048e+02 -3.8444e+00 +8.4570e-01 +2.8222e+00 +2.0224e+00 -8.6480e-01 +1.3262e+00 -4.0140e+00 +1.7283e+00 -1.8792e+00 -4.5180e+00 +2.5982e+00 +1.8445e+00 -3.5954e+00 +2.4597e+00 +9.6718e-02 +1.5802e+00 +1.6966e+00 +2.7325e+00 -2.5531e+00 -2.9368e+00
76 +5.114417957e+02 +5.114417957e+02 +3.778517957e+02 +3.778517957e+02 -1.8196e+00 -4.3338e+00 +1.4816e+00 +1.4271e+00 +2.6690e+00 +1.3006e+00 -2.7487e-02 +8.2283e-01 -4.5961e+00 -4.2754e+00 +5.9275e-01 -4.1192e+00 -3.0191e+00 +2.1805e+00 -3.4938e+00 +3.0169e+00 -4.8107e-01 +3.2754e+00 -2.3506e+00 -4.7726e-01
77 +4.540006709e+02 +4.540006709e+02 +3.204106709e+02 +3.204106709e+02 -2.1138e+00 +2.9933e+00 +8.6535e-01 +1.4444e+00 -8.6476e-01 -3.0156e+00 -3.4005e+00 +1.2185e+00 -5.9767e-01 -1.3446e+00 +2.6675e+00 -2.2314e+00 +3.1461e+00 +4.1431e+00 -2.5980e+00 +7.1145e-01 +1.4468e+00 +1.4430e+00 -1.3441e+00 -3.7855e-02
294 +4.354842501e+02 +4.354842501e+02 +3.018942501e+02 +3.018942501e+02 +4.7655e+00 +8.5243e-01 +6.9766e-01 -1.7398e+00 +8.2061e-01 -1.8638e+00 +2.1631e+00 -1.2242e+00 +6.6575e-01 -4.7680e-02 +1.6628e+00 +6.9904e-01 -3.5624e+00 +1.5917e+00 +2.3254e-01 -2.3214e+00 +1.1841e+00 -2.5805e+00 -3.4576e-01 +1.7709e+00
1608 +4.080166857e+02 +4.080166857e+02 +2.744266857e+02 +2.744266857e+02 +7.6089e-01 +1.0456e+00 +9.2682e-01 -2.4047e+00 -1.7136e+00 +1.1254e+00 +2.9378e+00 +1.6206e+00 +4.1957e-01 +1.6028e+00 -6.3613e-01 -2.7034e+00 -2.1377e+00 -5.2701e-01 +6.5013e-01 -2.6605e-01 +2.2404e+00 -1.7856e+00 +1.3572e+00 -2.8674e-01
4790 +3.665034954e+02 +3.665034954e+02 +2.329134954e+02 +2.329134954e+02 -3.0101e+00 -2.9373e+00 -5.8014e-01 +7.1453e-01 +1.2593e+00 +1.4784e+00 -2.5728e+00 +3.0257e+00 -2.3690e-01 -1.3304e+00 -7.8747e-01 +1.3392e-01 +4.2912e-01 +1.6212e-01 +1.4710e+00 +2.3992e+00 +1.1551e+00 -1.7563e-02 +1.5002e+00 -2.1469e+00
6330 +3.627445595e+02 +3.627445595e+02 +2.291545595e+02 +2.291545595e+02 +3.4276e+00 -4.3095e-01 -2.7966e+00 -2.9252e+00 -1.1335e+00 +3.4031e+00 +1.6490e+00 -2.8337e+00 +8.4692e-01 -1.6458e+00 -2.9888e-01 -9.3217e-01 -1.4638e+00 +3.5022e-01 +2.0870e-01 -2.5643e+00 +2.7750e+00 -1.3387e-01 +1.7074e+00 +2.9788e+00
9565 +3.319976229e+02 +3.319976229e+02 +1.984076229e+02 +1.984076229e+02 +2.3101e+00 +9.0078e-01 -3.4837e+00 -3.2944e+00 +3.4809e-01 +7.8197e-01 +2.5607e+00 -1.0757e+00 +3.2621e+00 -1.9121e+00 -6.9441e-01 +1.9270e+00 -2.5324e+00 -2.9090e+00 +1.9520e-02 -3.6620e+00 +6.7418e-01 +1.7843e+00 +2.1943e+00 +2.5484e+00
223698 +3.188225764e+02 +3.188225764e+02 +1.852325764e+02 +1.852325764e+02 -1.2819e-01 -4.4994e-01 -1.7140e+00 +8.3634e-01 +1.4036e+00 -1.2748e+00 -6.0418e-02 +6.2702e-01 -2.2227e+00 -1.2311e+00 +2.5061e+00 -4.6854e+00 +9.5507e-01 -2.9051e-02 -1.0647e+00 +3.4595e+00 +3.8874e-02 +5.4798e-02 -1.1202e+00 -1.7349e+00
394787 +3.141974858e+02 +3.141974858e+02 +1.806074858e+02 +1.806074858e+02 +1.1885e+00 +1.8686e+00 -1.7994e+00 -2.9339e+00 +2.0676e+00 +9.6580e-01 +2.0383e+00 -2.4186e+00 +2.0041e+00 +2.0693e+00 -6.0153e-01 -1.0676e+00 -1.1646e-01 -9.0272e-01 -1.7747e+00 -2.5459e+00 +1.0127e+00 +3.2420e+00 +9.2316e-01 +3.7263e+00
761654 +3.086436363e+02 +3.086436363e+02 +1.750536363e+02 +1.750536363e+02 -5.5750e-01 -4.6730e+00 -5.0790e-01 +1.6405e+00 +3.8069e+00 +1.3843e+00 -8.4917e-01 +1.8667e+00 -2.0902e+00 -1.5967e+00 +6.8265e-02 -5.9398e-01 -6.4103e-01 +3.8029e-01 -3.1313e-02 +1.7637e+00 -2.1063e+00 -2.6493e+00 +1.5334e+00 -1.6668e+00
807787 +2.798418771e+02 +2.798418771e+02 +1.462518771e+02 +1.462518771e+02 -2.6893e+00 +1.0702e+00 -1.4739e+00 +1.0563e+00 +2.1128e+00 -7.5298e-01 -2.2209e+00 +4.4417e+00 -4.5053e-01 -2.6807e+00 +6.8652e-01 -2.0506e+00 +7.8828e-01 +8.0929e-02 -1.6043e+00 +1.7017e-01 +2.1759e-01 -1.3267e+00 +1.2938e-01 -1.0928e+00
5979401 +2.602171782e+02 +2.602171782e+02 +1.266271782e+02 +1.266271782e+02 -3.4744e+00 -7.6956e-01 +1.1301e+00 +1.1430e-01 +1.5416e-01 -1.8624e+00 -1.7331e+00 +2.3165e+00 +9.8699e-01 -1.6411e+00 -6.7421e-01 -3.0602e+00 +3.4703e+00 -1.4466e+00 -3.0228e+00 +3.1050e+00 -1.6608e+00 -1.4092e+00 -2.7130e+00 -2.7264e+00
27156294 +2.476005643e+02 +2.476005643e+02 +1.140105643e+02 +1.140105643e+02 +1.1895e+00 -2.5336e+00 -5.1053e-02 +2.9225e-01 +1.7194e+00 +2.1669e-01 -1.3526e+00 -9.2679e-02 -2.5239e+00 -1.9666e-01 -6.5597e-01 -1.2130e+00 +2.4748e+00 -3.0853e-01 -3.9588e-01 +3.0278e+00 -1.6207e+00 -1.1241e+00 -2.3556e+00 -1.1964e+00
30287120 +2.365653220e+02 +2.365653220e+02 +1.029753220e+02 +1.029753220e+02 -2.2109e+00 -1.2113e+00 +1.9486e-01 +6.1769e-01 +2.5896e+00 -9.6174e-01 -1.3359e+00 +1.8401e+00 -6.2041e-01 -1.1847e+00 +2.7405e+00 -2.3087e+00 -7.9110e-01 +1.7686e+00 +2.9249e-01 -5.8864e-01 -2.5286e+00 -2.0846e-01 -3.3453e-01 +1.9464e-01
% function evaluation | noise-free fitness - Fopt (1.198100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.177169939e+02 +7.177169939e+02 +8.375269939e+02 +8.375269939e+02 -3.1241e+00 +4.0838e+00 -3.1346e+00 +3.1906e+00 +1.6452e+00 +1.1661e+00 +3.0024e+00 -7.2835e-02 -2.9833e+00 -2.6908e+00 -1.5697e+00 +1.7718e+00 -3.1264e+00 -5.5714e-01 -9.8138e-01 +4.7150e+00 +4.2919e+00 +3.6855e+00 -2.8361e+00 -3.0503e+00
5 +5.902219668e+02 +5.902219668e+02 +7.100319668e+02 +7.100319668e+02 +3.0096e+00 -5.0845e-01 +1.7089e+00 +1.9731e+00 +3.9355e+00 +1.0577e+00 +2.0198e+00 +2.6159e-02 +1.3541e+00 +3.6513e+00 -4.1641e+00 -2.9322e+00 +5.8401e-01 +1.1210e+00 -4.9992e+00 -1.2286e+00 +2.0674e+00 -2.5664e+00 -1.9119e+00 -2.9717e+00
64 +5.397693439e+02 +5.397693439e+02 +6.595793439e+02 +6.595793439e+02 -4.4839e+00 -8.7066e-01 -1.2307e+00 +2.3103e-01 +3.3796e+00 -6.9958e-01 -2.2278e+00 -2.2256e+00 +6.4693e-01 +1.9775e-01 -7.6408e-02 +1.8693e-01 +1.8446e+00 -2.4125e+00 +1.8751e+00 -4.9030e-01 -1.0431e+00 +4.4760e+00 -3.2157e+00 +4.3900e-01
92 +4.769065479e+02 +4.769065479e+02 +5.967165479e+02 +5.967165479e+02 -1.0372e+00 -4.4837e+00 +1.0301e+00 +9.9017e-01 +2.0792e+00 -2.8050e+00 +2.8051e-01 +6.3823e-01 +2.6210e-01 -2.8602e+00 -4.7280e-01 -2.1239e+00 +2.3422e+00 +9.9331e-01 +2.6480e-01 +3.4392e-01 +2.1732e+00 -2.3522e+00 -4.1804e+00 +4.4898e+00
293 +4.663535826e+02 +4.663535826e+02 +5.861635826e+02 +5.861635826e+02 +3.6801e+00 -3.6234e+00 +1.0527e+00 +4.9599e+00 +2.1786e+00 -1.4862e+00 +2.5559e-04 +3.0582e+00 +9.3220e-01 +1.0928e+00 -2.7280e+00 -4.8320e-01 +1.0467e+00 -1.1398e+00 -3.7556e+00 -1.7949e-02 +2.8881e+00 +2.6511e+00 +7.7441e-01 -1.4961e-01
1503 +4.207398140e+02 +4.207398140e+02 +5.405498140e+02 +5.405498140e+02 -1.1397e+00 -2.0678e-01 -2.1288e+00 -2.8484e-02 +2.6025e+00 -4.3257e-01 +5.6888e-01 +6.9640e-01 -7.9824e-01 +2.1366e+00 -4.8681e+00 -3.6156e+00 -6.1539e-01 +4.8076e+00 -3.1795e+00 +4.1687e+00 -1.8125e+00 +5.3377e-02 -8.9398e-01 +8.7308e-01
6037 +3.837642699e+02 +3.837642699e+02 +5.035742699e+02 +5.035742699e+02 -1.3276e+00 -3.8181e+00 +1.5873e+00 +1.8595e+00 -2.2943e+00 -2.7910e+00 +3.3787e+00 +7.5967e-01 -1.6125e+00 +8.9821e-01 -1.7767e+00 -2.8342e+00 +3.8709e+00 -1.2801e+00 -2.6403e+00 +1.3582e+00 +2.2824e+00 +2.0307e+00 -1.0771e+00 +2.7003e+00
23971 +3.545959908e+02 +3.545959908e+02 +4.744059908e+02 +4.744059908e+02 -1.2682e+00 -3.0091e+00 +2.5453e+00 +1.5037e+00 -1.6679e-01 -2.3143e+00 +1.2061e+00 +2.5700e+00 +1.4776e+00 +2.4321e+00 +1.9013e+00 -4.7587e-01 -1.5733e+00 +1.3528e+00 -3.9870e+00 +1.4950e+00 -6.8537e-01 +1.0325e+00 -1.2654e+00 -2.8212e+00
53642 +3.310444193e+02 +3.310444193e+02 +4.508544193e+02 +4.508544193e+02 -3.8797e+00 -2.2271e+00 +2.1110e+00 -2.1637e-01 +1.8075e+00 -6.3669e-01 +2.0032e+00 -1.1840e+00 +2.6749e+00 -1.6677e+00 +5.6906e-01 -3.8386e+00 -1.1697e+00 +2.8794e+00 -1.9330e+00 +3.1027e+00 -7.0394e-01 -6.8148e-01 -2.3811e+00 +3.0568e+00
57072 +3.046184071e+02 +3.046184071e+02 +4.244284071e+02 +4.244284071e+02 -2.2120e+00 -9.5970e-01 +2.2806e+00 +2.8281e+00 +3.6110e+00 -1.5670e+00 +1.4699e+00 -5.8100e-01 +3.1192e+00 +1.0829e+00 -2.8623e+00 -1.2955e+00 -7.3810e-01 +2.3109e-01 -3.2877e+00 +2.8323e+00 +1.0612e+00 -2.2940e+00 -2.7161e+00 +9.4251e-01
189309 +2.868734204e+02 +2.868734204e+02 +4.066834204e+02 +4.066834204e+02 +1.9114e+00 +2.9169e-02 -3.3545e+00 -2.0645e+00 -4.5948e-01 +1.9375e+00 -3.2223e+00 -1.8719e+00 -1.5956e-01 -1.8011e+00 -2.6656e-01 +3.4600e+00 +2.6453e+00 -1.5314e+00 +1.6075e+00 +7.1165e-02 -2.2969e+00 -4.2455e+00 -5.2274e-01 -1.7410e+00
2033749 +2.680729924e+02 +2.680729924e+02 +3.878829924e+02 +3.878829924e+02 -3.5642e+00 -2.3119e+00 +3.2998e-01 +2.5810e+00 +2.4895e+00 -8.6172e-03 +2.5967e-01 +3.2827e+00 +1.9967e+00 +6.7641e-01 -1.6849e+00 -1.9626e+00 -1.5494e+00 +1.3486e-01 +1.0917e-01 -9.4286e-01 +1.5920e+00 -1.3094e+00 +1.0320e-02 +2.3150e-02
15182289 +2.318024050e+02 +2.318024050e+02 +3.516124050e+02 +3.516124050e+02 -1.9428e-01 -1.9585e+00 +3.4333e+00 +3.0153e+00 +3.5003e+00 -4.7069e-01 +1.8955e+00 +2.1948e+00 +1.0515e+00 +6.6378e-01 -1.9161e+00 -7.9143e-01 +2.4624e+00 +3.1716e+00 -1.1641e+00 +1.8291e+00 +2.0209e+00 +9.6626e-01 -7.2364e-01 +8.0927e-01
% function evaluation | noise-free fitness - Fopt (-1.224900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.662846258e+02 +4.662846258e+02 +3.437946258e+02 +3.437946258e+02 -2.8286e+00 +5.1576e-01 +5.4042e-01 -2.5707e+00 +1.5011e+00 -1.9636e+00 -4.5881e+00 -1.2803e+00 +4.0566e+00 +5.5208e-01 -1.5913e+00 +2.6809e+00 +1.1787e-01 -1.6400e+00 +1.3689e+00 -3.0153e+00 -3.2294e+00 +8.6249e-01 +3.3844e+00 -2.2912e-01
570 +3.950141789e+02 +3.950141789e+02 +2.725241789e+02 +2.725241789e+02 +9.9103e-01 -1.3284e+00 -3.0439e+00 +2.1470e+00 -8.2710e-01 +2.1346e+00 -6.7555e-01 -3.4516e+00 -3.7487e-02 +2.7886e+00 -5.3171e-01 -1.0787e-01 +5.3232e-01 +3.1685e+00 -5.6945e-01 -2.8589e+00 +1.6002e+00 -1.0491e+00 -3.2207e+00 -5.7363e-01
1883 +3.702899192e+02 +3.702899192e+02 +2.477999192e+02 +2.477999192e+02 +1.9267e+00 -1.8672e+00 -2.5238e+00 +1.5240e+00 +1.3148e+00 +3.2592e+00 -5.4076e-01 -2.1366e+00 +1.0035e+00 +3.7937e+00 +1.1069e+00 +3.0713e+00 -1.2618e+00 -9.7727e-01 -4.7380e-01 +2.8933e+00 +1.8618e+00 -1.2107e+00 -3.0674e+00 -2.2007e+00
8586 +3.408591125e+02 +3.408591125e+02 +2.183691125e+02 +2.183691125e+02 -8.1679e-01 +2.8584e+00 +2.7068e+00 +3.6382e+00 -3.8672e+00 +1.5036e+00 +1.4368e+00 +1.5890e-01 -1.3078e+00 +5.3706e-01 -1.4232e+00 -1.4230e-01 -5.3375e-01 +2.2051e+00 -1.4297e+00 +2.3497e+00 +2.9162e+00 -4.8641e-01 -2.8215e+00 -5.3587e-01
105503 +3.270414093e+02 +3.270414093e+02 +2.045514093e+02 +2.045514093e+02 +4.7211e+00 -1.2044e+00 +1.0110e+00 +2.8394e+00 -1.4690e-01 +4.8543e-01 +5.1241e-01 -3.7380e+00 -1.0039e+00 +2.2976e+00 +5.9520e-01 -2.5289e-01 -4.3502e-01 +9.4751e-01 -1.5472e+00 +2.0164e+00 +4.6907e-01 -2.1772e+00 +2.2597e+00 -4.0102e+00
120190 +3.153482055e+02 +3.153482055e+02 +1.928582055e+02 +1.928582055e+02 -8.8974e-01 +4.3186e-01 +1.9367e+00 -5.8541e-01 +2.7155e+00 -7.4057e-01 -1.9390e+00 +2.5117e+00 +3.6408e+00 -3.6640e+00 -2.0453e-01 -1.1815e+00 +1.5305e-01 -1.7058e+00 -3.9743e+00 -9.6407e-01 +2.5005e+00 +1.3725e+00 +3.7659e-01 +4.0656e-01
337538 +3.079603791e+02 +3.079603791e+02 +1.854703791e+02 +1.854703791e+02 +4.9607e-01 -2.8771e+00 +6.4199e-01 +1.3487e+00 -2.8357e-01 +2.5955e+00 +3.1688e+00 -2.3473e+00 +5.6940e-01 +2.1438e+00 +1.7403e+00 -5.8538e-01 +2.5022e+00 +8.5600e-01 +2.5992e+00 +2.5857e+00 -6.5931e-01 -3.6736e-01 -2.3935e+00 +1.1681e-01
339465 +3.006604960e+02 +3.006604960e+02 +1.781704960e+02 +1.781704960e+02 +1.3007e+00 +2.0522e+00 -1.1881e+00 -2.5250e+00 +1.5765e+00 -2.9211e+00 -2.8744e+00 +1.7263e+00 +3.2157e-01 -2.9806e+00 -7.0850e-01 +1.5235e-01 +3.2506e-01 -4.1230e+00 -9.8422e-01 -1.5832e+00 -1.7783e+00 +2.7028e+00 +2.9920e+00 +2.1019e+00
4039774 +2.906888396e+02 +2.906888396e+02 +1.681988396e+02 +1.681988396e+02 +1.5102e+00 -2.2157e-01 +1.0138e+00 +1.6244e+00 -9.7288e-01 +1.4512e+00 +3.1820e+00 +1.0511e+00 +1.5678e-01 +2.4910e+00 -6.2484e-01 -9.2584e-01 -1.9126e+00 -5.2558e-01 +2.0232e+00 +6.7547e-01 +5.6348e-01 -4.8902e-01 -2.0005e+00 -1.2994e+00
5644971 +2.858455548e+02 +2.858455548e+02 +1.633555548e+02 +1.633555548e+02 -3.0122e+00 +3.0590e+00 -3.0303e-01 +5.4594e-01 +1.0449e+00 -1.1526e+00 -7.5502e-02 +4.6233e+00 +7.0834e-01 -9.7948e-01 -4.6050e-01 -2.2876e+00 -2.9863e+00 -3.4064e-01 -8.0042e-01 +1.8476e-01 -1.0293e+00 +1.8460e+00 +1.9069e+00 -5.9409e-01
7472801 +2.737740262e+02 +2.737740262e+02 +1.512840262e+02 +1.512840262e+02 +7.4044e-01 +1.7820e+00 -5.7886e-01 +7.1472e-01 -3.2482e-01 +1.2951e+00 -1.1165e+00 -2.0779e-01 -3.3279e+00 +1.6916e-01 +2.6295e-01 +1.5892e+00 +2.4509e+00 +2.0041e+00 +1.9044e+00 -8.5698e-01 +3.2079e-01 -2.1266e+00 -2.0984e+00 -2.8580e+00
25487898 +2.597286394e+02 +2.597286394e+02 +1.372386394e+02 +1.372386394e+02 +4.3756e+00 -1.1198e+00 +2.9000e+00 -5.1553e-02 -1.5809e+00 +3.1786e+00 +3.4667e+00 -1.3201e+00 -1.0507e+00 +1.2141e+00 +1.3709e+00 +2.7881e-01 +1.7487e+00 +7.4813e-01 +2.4863e+00 +1.0730e+00 +2.0479e+00 +4.8776e-01 -2.4597e+00 -9.7160e-01
54542489 +2.569910116e+02 +2.569910116e+02 +1.345010116e+02 +1.345010116e+02 -1.4436e+00 +2.0605e+00 -1.7875e-01 -1.0543e+00 +1.6988e+00 -1.2441e+00 -3.0850e+00 +5.8873e-01 +3.4613e-01 -7.0753e-01 +2.0774e-02 +1.3573e+00 -4.4119e+00 +1.6072e-01 -1.0909e+00 -9.7235e-01 -1.7234e+00 -1.3143e-01 +2.5362e+00 +1.4982e+00
82033259 +2.470885542e+02 +2.470885542e+02 +1.245985542e+02 +1.245985542e+02 +1.9765e+00 -2.5402e+00 +1.7777e+00 +3.3272e+00 -3.0255e+00 +1.0617e+00 -6.3189e-01 -4.3295e+00 -2.7135e+00 +1.7554e+00 +3.7247e+00 +1.6587e+00 +4.9935e-01 +1.9388e+00 +1.7956e-01 +3.3417e+00 +2.3239e-01 +2.6271e-01 -2.1465e+00 +1.0451e-01
195538622 +2.453202298e+02 +2.453202298e+02 +1.228302298e+02 +1.228302298e+02 +6.1873e-01 -7.5866e-01 +1.2969e+00 +1.1204e+00 -4.0119e-02 +6.0402e-01 +2.3241e+00 -1.8715e+00 -2.1502e+00 +4.2966e-01 +3.5710e-01 +1.1130e-01 +1.1792e+00 +2.5365e+00 +1.6988e+00 -8.3705e-01 +3.7561e+00 -4.4058e-01 -3.6978e+00 -1.5474e+00
% function evaluation | noise-free fitness - Fopt (1.829000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
